#"+ BPC(1083.03666) Scan stir_50_Ecoli-r018.d "
#Point,X(Minutes),Y(Counts)
0,0.058,0.160743685090642
1,0.075,0
2,0.091,0.242269212388654
3,0.108,0
4,0.125,0
5,0.141,0
6,0.158,0
7,0.174,0
8,0.191,0
9,0.208,0
10,0.224,0
11,0.241,0
12,0.258,0
13,0.274,0
14,0.291,0
15,0.307,0.16821700780818
16,0.324,0.167408142109695
17,0.341,0
18,0.357,0
19,0.374,0.150009638655359
20,0.391,0.136435946761876
21,0.407,0
22,0.424,0
23,0.441,0.173102917128702
24,0.457,0.144516018010346
25,0.474,0
26,0.490,0
27,0.507,0
28,0.524,0
29,0.540,0
30,0.557,0
31,0.574,0
32,0.590,0
33,0.607,0
34,0.624,0
35,0.640,0
36,0.657,0
37,0.673,0
38,0.690,0
39,0.707,0
40,0.723,0
41,0.740,0
42,0.757,0
43,0.773,0
44,0.790,0
45,0.806,0.223281077213296
46,0.823,0
47,0.840,0
48,0.856,0.174816133825081
49,0.873,0
50,0.890,0.234430901580693
51,0.906,0.166670404026133
52,0.923,0
53,0.940,0
54,0.956,0
55,0.973,0
56,0.989,0
57,1.006,0
58,1.023,0
59,1.039,0
60,1.056,0
61,1.073,0
62,1.089,0
63,1.106,0
64,1.123,0
65,1.139,0
66,1.156,0
67,1.172,0
68,1.189,0.200981845358187
69,1.206,0
70,1.222,0
71,1.239,0
72,1.256,0
73,1.272,0
74,1.289,0.206419683530988
75,1.305,0
76,1.322,0
77,1.339,0.238991982220502
78,1.355,0
79,1.372,0
80,1.389,0
81,1.405,0.217802106911519
82,1.422,0
83,1.439,0
84,1.455,0
85,1.472,0
86,1.488,0
87,1.505,0
88,1.522,0
89,1.538,0
90,1.555,0.201555551211184
91,1.572,0.160756052521314
92,1.588,0.142533109934524
93,1.605,0
94,1.622,0
95,1.638,0
96,1.655,0.179289471216784
97,1.671,0
98,1.688,0
99,1.705,0
100,1.721,0
101,1.738,0
102,1.755,0
103,1.771,0
104,1.788,0
105,1.804,0.132169451174162
106,1.821,0
