#"+ Scan (rt: 25.267 min) unstir_75_Ecoli-r008.d "
#Point,X(Thompsons),Y(Counts)
0,600.01898,285.373046875
1,600.27698,671.114196777344
2,600.58418,322.301208496094
3,601.27757,235.580352783203
4,601.77434,236.46940612793
5,602.12432,298.0400390625
6,602.29788,274.786834716797
7,603.34285,284.792541503906
8,603.76582,250.372085571289
9,604.49232,307.905792236328
10,604.92865,265.093017578125
11,604.97236,348.667266845703
12,605.02781,377.122741699219
13,605.15183,367.021545410156
14,605.79027,339.221343994141
15,606.30340,202.231475830078
16,606.78182,277.666656494141
17,607.19129,560.0400390625
18,607.28545,502.318420410156
19,607.73915,238.130432128906
20,607.83410,270.095245361328
21,608.79042,243.502838134766
22,609.27976,431.136779785156
23,609.77311,252.152770996094
24,610.30378,264.576538085938
25,610.61967,376.047088623047
26,611.27594,901.769287109375
27,611.44278,221.595581054688
28,612.25542,506.266662597656
29,612.30701,550.283569335938
30,612.45222,298.009613037109
31,612.64803,350.26123046875
32,612.67900,401.824005126953
33,612.80999,284.80322265625
34,612.94137,425.859375
35,613.06625,277.505676269531
36,613.28472,529.112487792969
37,613.35309,488.441864013672
38,613.78785,299.122650146484
39,614.29038,570.24853515625
40,614.37818,329.313720703125
41,614.55360,211.618133544922
42,614.68264,636.686767578125
43,614.79114,1158.73559570313
44,614.92612,1122.72399902344
45,615.03692,1075.35168457031
46,615.16907,1270.36157226563
47,615.27532,951.778503417969
48,615.41432,839.486633300781
49,615.49925,279.955139160156
50,615.56490,252.875
51,615.65388,265.324676513672
52,615.98908,849.302368164063
53,616.08837,341.304718017578
54,616.22844,291.854919433594
55,616.29378,470.615386962891
56,616.42243,273.278106689453
57,616.51621,226.343276977539
58,616.56746,589.305786132813
59,616.61775,351.119995117188
60,616.95526,432.030181884766
61,616.98998,229.604995727539
62,617.30634,556.001831054688
63,617.65112,234.01123046875
64,617.67911,209.049850463867
65,618.26496,210.8125
66,618.35821,216.560974121094
67,618.73414,333.221343994141
68,618.86543,211.60400390625
69,618.99027,272.322570800781
70,619.29485,228.521743774414
71,619.78122,631.632019042969
72,620.13678,241.149826049805
73,620.30289,593
74,620.42625,219.254943847656
75,620.65991,328.078247070313
76,620.77767,294.975891113281
77,621.28812,615.919067382813
