#"+ BPC(1331.49046) Scan unstir_50_Ecoli-r020.d "
#Point,X(Minutes),Y(Counts)
0,0.057,0
1,0.073,0
2,0.090,0
3,0.106,0
4,0.123,0
5,0.140,0
6,0.156,0
7,0.173,3.10972076612086
8,0.190,0
9,0.206,0
10,0.223,0
11,0.239,0
12,0.256,0
13,0.273,0
14,0.289,0
15,0.306,0
16,0.323,0
17,0.339,0
18,0.356,0
19,0.373,0
20,0.389,0
21,0.406,0
22,0.422,0
23,0.439,0
24,0.456,0
25,0.472,0
26,0.489,0
27,0.506,0
28,0.522,0
29,0.539,0
30,0.556,0
31,0.572,0
32,0.589,0
33,0.605,0
34,0.622,0
35,0.639,0
36,0.655,0
37,0.672,0
38,0.689,0
39,0.705,0
40,0.722,0
41,0.738,0
42,0.755,0
43,0.772,0
44,0.788,0
45,0.805,0
46,0.822,0
47,0.838,0
48,0.855,0
49,0.872,3.53871044075246
50,0.888,0
51,0.905,0
52,0.921,0
53,0.938,0
54,0.955,0
55,0.971,0
56,0.988,0
57,1.005,0
58,1.021,0
59,1.038,0
60,1.055,0
61,1.071,0
62,1.088,0
63,1.104,0
64,1.121,0
65,1.138,0
66,1.154,2.1424330723296
67,1.171,0
68,1.188,0
69,1.204,0
70,1.221,0
71,1.237,0
72,1.254,0
73,1.271,0
74,1.287,0
75,1.304,0
76,1.321,0
77,1.337,0
78,1.354,0
79,1.371,0
80,1.387,1.68537719821694
81,1.404,0
82,1.420,0
83,1.437,0
84,1.454,0
85,1.470,0
86,1.487,0
87,1.504,0
88,1.520,0
89,1.537,1.67828695027613
90,1.554,0
91,1.570,0
92,1.587,0
93,1.603,0
94,1.620,0
95,1.637,0
96,1.653,0
97,1.670,0
98,1.687,0
99,1.703,0
100,1.720,0
101,1.736,0
102,1.753,2.14905231069183
103,1.770,1.6415038441596
104,1.786,0
105,1.803,0
106,1.820,0
107,1.836,0
108,1.853,0
109,1.870,0
110,1.886,0
111,1.903,0
112,1.919,0
113,1.936,0
114,1.953,0
115,1.969,0
116,1.986,0
117,2.003,0
118,2.019,0
119,2.036,0
120,2.053,0
121,2.069,0
122,2.086,0
123,2.102,0
124,2.119,1.83659138072311
125,2.136,0
126,2.152,0
127,2.169,0
128,2.186,1.78379882354896
129,2.202,0
130,2.219,0
131,2.235,0
132,2.252,0
133,2.269,0
134,2.285,0
135,2.302,0
136,2.319,0
137,2.335,0
138,2.352,0
139,2.369,0
140,2.385,1.61355890070201
141,2.402,0
142,2.418,0
143,2.435,0
144,2.452,0
145,2.468,0
146,2.485,0
147,2.502,0
148,2.518,0
149,2.535,0
150,2.552,2.05675125070896
151,2.568,0
152,2.585,0
153,2.601,0
154,2.618,2.43989639924352
155,2.635,0
156,2.651,0
157,2.668,0
158,2.685,0
159,2.701,0
160,2.718,1.69857801854818
161,2.734,0
162,2.751,0
163,2.768,0
164,2.784,0
165,2.801,0
166,2.818,0
167,2.834,0
168,2.851,0
169,2.868,2.8630635911726
170,2.884,0
171,2.901,0
