#"+ Scan (rt: 14.285 min) nostir_75um_sp-r004.d "
#Point,X(Thompsons),Y(Counts)
448,1330.87918,2052.015625
449,1331.27709,2729.91137695313
450,1331.41769,1825.80969238281
451,1331.51584,1573.79711914063
452,1331.61576,2109.38232421875
453,1331.97269,2864.42724609375
454,1332.08321,2084.21240234375
455,1332.15431,2456.95654296875
456,1332.33905,2037.95922851563
457,1332.50213,2164.8642578125
458,1332.63916,1798.572265625
459,1332.79929,2144.57470703125
460,1332.91374,1766.25
461,1332.98660,2395.8076171875
462,1333.10309,1607.88891601563
463,1333.46974,1675.84020996094
464,1333.64406,2154.22802734375
465,1333.83793,2099.99243164063
466,1334.26993,2999.00268554688
467,1334.54373,2201.76953125
468,1334.75565,2296.314453125
469,1334.85953,1985.03881835938
470,1334.94825,2420.744140625
471,1335.11925,2244.05981445313
472,1335.38783,1884.23645019531
473,1335.50985,1839.93139648438
474,1335.67765,2035.07373046875
475,1335.78985,1316.46691894531
476,1335.88728,1568.3125
477,1335.98827,1106.12072753906
478,1336.15630,1816.11608886719
479,1336.26228,1581.14196777344
480,1336.34125,1130.63159179688
481,1336.45535,1842.296875
482,1336.54979,1207.94384765625
483,1336.62117,1152.68139648438
484,1336.80595,1272.66748046875
485,1337.09313,1286.08483886719
486,1337.43158,2200.20678710938
487,1337.69862,1771.09399414063
488,1337.93576,1531.91748046875
489,1338.12411,1770.01916503906
490,1338.35506,1581.06494140625
491,1338.74589,2156.17724609375
492,1338.94216,1751.82653808594
493,1339.09514,1541.00354003906
494,1339.33114,2320.38793945313
495,1339.57820,2490.16064453125
496,1339.73437,2732.01586914063
497,1339.90931,1250.76098632813
498,1340.13093,2104.00024414063
499,1340.29158,1526.974609375
500,1340.38159,1653.05786132813
501,1340.75492,1526.59265136719
502,1341.33657,1662.89807128906
503,1341.48510,1360.48327636719
504,1341.72737,2424.79907226563
505,1341.96531,2647.43774414063
506,1342.08775,1302.88891601563
507,1342.18099,2262.07788085938
508,1342.26676,1646.42114257813
509,1342.32832,1522.22229003906
510,1342.54813,2356.12670898438
511,1342.73748,1624.70153808594
512,1342.81581,1721.41174316406
513,1343.03793,2176.0341796875
514,1343.23656,1278.34912109375
515,1343.51394,2700.76342773438
516,1343.67704,2324.02490234375
517,1343.84635,2173.939453125
518,1344.00429,1414.19006347656
519,1344.13284,1544.03344726563
520,1344.21768,1195.04162597656
521,1344.34258,1709.90588378906
522,1344.51992,2079.55908203125
523,1344.88475,1896.05859375
524,1345.07224,1526.23181152344
525,1345.12187,1487.4912109375
526,1345.27506,1489.17236328125
527,1345.41447,1281.19384765625
528,1345.60800,1320.73376464844
529,1345.70897,1361.33618164063
530,1346.06707,1706.91943359375
531,1346.39139,3042.55688476563
532,1346.54286,2531.71948242188
533,1346.82964,2527.685546875
534,1346.97137,1706.24523925781
535,1347.32201,2218.4443359375
536,1347.49211,2264.048828125
537,1347.58743,1564.81298828125
538,1347.65924,1177.90185546875
539,1347.79811,1865.79711914063
540,1347.99894,2531.11791992188
541,1348.08943,1549.24230957031
542,1348.17000,1668.23999023438
543,1348.34705,1863.81506347656
544,1348.63367,1624.56103515625
545,1348.81130,2088.46044921875
546,1349.06692,1445.00500488281
547,1349.53451,2229.81591796875
548,1349.74138,1660.68713378906
549,1349.81949,1735.47131347656
550,1350.04893,1843.53247070313
551,1350.29223,2662.13330078125
552,1350.41873,2064.20849609375
553,1350.52220,1480.95056152344
554,1350.63279,1464.75280761719
555,1350.70843,1188.91906738281
556,1350.85416,1166.39624023438
557,1351.27113,2701.21630859375
558,1351.45935,2084.64575195313
559,1351.62637,1707.92736816406
560,1351.79167,2721.46606445313
561,1351.92802,2379.5615234375
562,1352.18519,1854.95861816406
563,1352.31403,2081.12255859375
564,1352.47309,2382.48168945313
565,1352.66350,2013.28723144531
566,1353.01465,2682.17358398438
567,1353.36194,1596.09204101563
568,1353.52102,2987.59716796875
569,1353.71537,1930.61462402344
570,1353.90667,1826.21057128906
571,1354.05722,1468.28198242188
572,1354.20613,1510
573,1354.48664,2265.57153320313
574,1354.59342,1491.48022460938
575,1354.74010,1342.125
576,1355.23047,2782.591796875
577,1355.41050,2719.04077148438
578,1355.57003,2228.52807617188
579,1355.70154,1871.23010253906
580,1355.82685,1930.3125
581,1356.15791,2844.60595703125
582,1356.26528,2362.00927734375
583,1356.49596,2562.43774414063
584,1356.63166,2310.697265625
585,1356.70618,2353.125
586,1356.84211,1990.6220703125
587,1356.94902,2393.18212890625
588,1357.05126,2165.5
589,1357.12047,1927.00036621094
590,1357.21652,2479.01025390625
591,1357.43040,2276.14404296875
592,1357.59319,1760.31408691406
593,1357.83004,2805.20336914063
594,1357.99996,2414.35522460938
595,1358.08313,1707.21008300781
596,1358.14787,1798.00317382813
