#"+ BPC Scan nostir_50um_sp-r016.d "
#Point,X(Minutes),Y(Counts)
0,0.054,561
1,0.070,515
2,0.087,510
3,0.104,431
4,0.120,507
5,0.137,352
6,0.154,626
7,0.170,578
8,0.187,488
9,0.203,574
10,0.220,912
11,0.237,614
12,0.253,425
13,0.270,748
14,0.287,689
15,0.303,577
16,0.320,626
17,0.337,729
18,0.353,573
19,0.370,526
20,0.386,601
21,0.403,510
22,0.420,510
23,0.436,507
24,0.453,503
25,0.470,358
26,0.486,436
27,0.503,510
28,0.520,362
29,0.536,580
30,0.553,670
31,0.569,510
32,0.586,508
33,0.603,471
34,0.619,535
35,0.636,744
36,0.653,660
37,0.669,616
38,0.686,514
39,0.702,454
40,0.719,456
41,0.736,467
42,0.752,510
43,0.769,480
44,0.786,421
45,0.802,470
46,0.819,630
47,0.836,443
48,0.852,518
49,0.869,408
50,0.885,506
51,0.902,435
52,0.919,539
53,0.935,567
54,0.952,638
55,0.969,682
56,0.985,603
57,1.002,1005
58,1.019,568
59,1.035,533
60,1.052,596
61,1.068,513
62,1.085,552
63,1.102,560
64,1.118,591
65,1.135,465
66,1.152,513
67,1.168,567
68,1.185,510
69,1.201,447
70,1.218,376
71,1.235,455
72,1.251,564
73,1.268,805
74,1.285,512
75,1.301,797
76,1.318,396
77,1.335,581
78,1.351,510
79,1.368,565
80,1.384,447
81,1.401,510
82,1.418,510
83,1.434,602
84,1.451,462
85,1.468,420
86,1.484,510
87,1.501,510
88,1.518,363
89,1.534,510
90,1.551,463
91,1.567,507
92,1.584,510
93,1.601,510
94,1.617,513
95,1.634,482
96,1.651,510
97,1.667,510
98,1.684,614
99,1.700,490
100,1.717,510
101,1.734,510
102,1.750,602
103,1.767,408
104,1.784,397
105,1.800,482
106,1.817,492
107,1.834,605
108,1.850,473
109,1.867,556
110,1.883,480
111,1.900,836
112,1.917,922
113,1.933,808
114,1.950,588
115,1.967,535
116,1.983,618
117,2.000,924
118,2.017,459
119,2.033,448
120,2.050,511
121,2.066,488
122,2.083,558
123,2.100,539
124,2.116,510
125,2.133,510
126,2.150,480
127,2.166,460
128,2.183,488
129,2.199,510
130,2.216,504
131,2.233,488
132,2.249,489
133,2.266,499
134,2.283,440
135,2.299,388
136,2.316,476
137,2.333,689
138,2.349,744
139,2.366,418
140,2.382,510
141,2.399,658
142,2.416,642
143,2.432,455
144,2.449,571
145,2.466,642
146,2.482,418
147,2.499,547
148,2.516,527
149,2.532,523
150,2.549,510
151,2.565,600
152,2.582,399
153,2.599,749
154,2.615,528
155,2.632,500
156,2.649,358
157,2.665,347
158,2.682,397
159,2.698,510
160,2.715,505
161,2.732,574
162,2.748,580
163,2.765,982
164,2.782,451
165,2.798,693
166,2.815,508
167,2.832,606
168,2.848,471
169,2.865,574
170,2.881,1008
171,2.898,1950
172,2.915,2647
173,2.931,2095
174,2.948,1023
175,2.965,1030
176,2.981,974
177,2.998,1018
178,3.015,644
179,3.031,673
180,3.048,461
181,3.064,675
182,3.081,845
183,3.098,627
184,3.114,927
185,3.131,681
186,3.148,591
187,3.164,651
188,3.181,992
189,3.197,505
190,3.214,976
191,3.231,1275
192,3.247,1004
193,3.264,841
194,3.281,1074
195,3.297,1033
196,3.314,811
197,3.331,1149
198,3.347,774
199,3.364,623
200,3.380,1235
201,3.397,1411
202,3.414,1141
203,3.430,1288
204,3.447,1207
205,3.464,913
206,3.480,1339
207,3.497,1252
208,3.514,1067
209,3.530,1271
210,3.547,1719
211,3.563,744
212,3.580,643
213,3.597,982
214,3.613,739
215,3.630,762
216,3.647,691
217,3.663,663
218,3.680,510
219,3.696,752
220,3.713,666
221,3.730,800
222,3.746,808
223,3.763,907
224,3.780,750
225,3.796,689
226,3.813,722
227,3.830,492
228,3.846,556
229,3.863,510
230,3.879,503
231,3.896,515
232,3.913,449
233,3.929,702
234,3.946,475
235,3.963,615
236,3.979,482
237,3.996,510
238,4.013,462
239,4.029,455
240,4.046,485
241,4.062,543
242,4.079,465
243,4.096,517
244,4.112,456
245,4.129,360
246,4.146,556
247,4.162,575
248,4.179,543
249,4.195,495
250,4.212,788
251,4.229,510
252,4.245,456
253,4.262,507
254,4.279,498
255,4.295,506
256,4.312,494
257,4.329,717
258,4.345,711
259,4.362,654
260,4.378,497
261,4.395,635
262,4.412,567
263,4.428,523
264,4.445,486
265,4.462,488
266,4.478,687
267,4.495,716
268,4.512,873
269,4.528,438
270,4.545,367
271,4.561,530
272,4.578,600
273,4.595,503
274,4.611,508
275,4.628,519
276,4.645,693
277,4.661,539
278,4.678,463
279,4.694,571
280,4.711,510
281,4.728,510
282,4.744,451
283,4.761,513
284,4.778,582
285,4.794,519
286,4.811,1136
287,4.828,738
288,4.844,605
289,4.861,543
290,4.877,499
291,4.894,456
292,4.911,766
293,4.927,510
294,4.944,606
295,4.961,529
296,4.977,513
297,4.994,510
298,5.010,510
299,5.027,510
300,5.044,715
301,5.060,509
302,5.077,520
303,5.094,500
304,5.110,622
305,5.127,510
306,5.144,510
307,5.160,528
308,5.177,510
309,5.193,510
310,5.210,510
311,5.227,677
312,5.243,547
313,5.260,457
314,5.277,578
315,5.293,507
316,5.310,527
317,5.327,491
318,5.343,498
319,5.360,746
320,5.376,510
321,5.393,486
322,5.410,510
323,5.426,383
324,5.443,510
325,5.460,488
326,5.476,511
327,5.493,518
328,5.509,517
329,5.526,508
330,5.543,510
331,5.559,873
332,5.576,883
333,5.593,455
334,5.609,599
335,5.626,423
336,5.643,561
337,5.659,607
338,5.676,529
339,5.692,584
340,5.709,510
341,5.726,776
342,5.742,414
343,5.759,473
344,5.776,500
345,5.792,517
346,5.809,548
347,5.826,414
348,5.842,814
349,5.859,565
350,5.875,818
351,5.892,472
352,5.909,519
353,5.925,627
354,5.942,956
355,5.959,754
356,5.975,533
357,5.992,485
358,6.008,448
359,6.025,510
360,6.042,725
361,6.058,471
362,6.075,510
363,6.092,622
364,6.108,566
365,6.125,480
366,6.142,549
367,6.158,744
368,6.175,443
369,6.191,513
370,6.208,495
371,6.225,665
372,6.241,457
373,6.258,413
374,6.275,473
375,6.291,510
376,6.308,508
377,6.325,460
378,6.341,384
379,6.358,560
380,6.374,512
381,6.391,499
382,6.408,472
383,6.424,510
384,6.441,553
385,6.458,510
386,6.474,511
387,6.491,933
388,6.507,510
389,6.524,795
390,6.541,507
391,6.557,442
392,6.574,381
393,6.591,510
394,6.607,711
395,6.624,494
396,6.641,446
397,6.657,510
398,6.674,510
399,6.690,551
400,6.707,510
401,6.724,544
402,6.740,491
403,6.757,507
404,6.774,529
405,6.790,500
406,6.807,510
407,6.824,472
408,6.840,376
