#"+ BPC(1331.49046) Scan unstir_75_Ecoli-r003.d "
#Point,X(Minutes),Y(Counts)
0,0.056,0
1,0.072,0
2,0.089,0
3,0.106,0
4,0.122,0
5,0.139,0
6,0.156,0
7,0.172,0
8,0.189,0
9,0.206,0
10,0.222,0
11,0.239,0
12,0.255,0
13,0.272,0
14,0.289,0
15,0.305,0
16,0.322,0
17,0.339,0
18,0.355,0
19,0.372,0
20,0.389,0
21,0.405,0
22,0.422,0
23,0.438,0
24,0.455,0
25,0.472,0
26,0.488,0
27,0.505,0
28,0.522,0
29,0.538,0
30,0.555,0
31,0.571,0
32,0.588,0
33,0.605,0
34,0.621,0
35,0.638,0
36,0.655,0
37,0.671,0
38,0.688,0
39,0.705,0
40,0.721,0
41,0.738,0
42,0.754,0
43,0.771,0
44,0.788,0.425596128767772
45,0.804,0
46,0.821,0
47,0.838,0
48,0.854,0
49,0.871,0
50,0.888,0
51,0.904,0
52,0.921,0
53,0.937,0
54,0.954,0
55,0.971,0
56,0.987,0
57,1.004,0
58,1.021,0
59,1.037,0
60,1.054,0
61,1.070,0
62,1.087,0
63,1.104,0
64,1.120,0
65,1.137,0
66,1.154,0
67,1.170,0
68,1.187,0
69,1.204,0
70,1.220,0
71,1.237,0
72,1.253,0
73,1.270,0
74,1.287,0
75,1.303,0
76,1.320,0
77,1.337,0.329863656187717
78,1.353,0
79,1.370,0
80,1.387,0
81,1.403,0
82,1.420,0
83,1.436,0
84,1.453,0
85,1.470,0
86,1.486,0
87,1.503,0
88,1.520,0
89,1.536,0
90,1.553,0
91,1.569,0
92,1.586,0.461667115067314
93,1.603,0
94,1.619,0
95,1.636,0
96,1.653,0
97,1.669,0
98,1.686,0
99,1.703,0
100,1.719,0
101,1.736,0
102,1.752,0
103,1.769,0
104,1.786,0
105,1.802,0
106,1.819,0
107,1.836,0
108,1.852,0
109,1.869,0
110,1.886,0
111,1.902,0
112,1.919,0
113,1.935,0.361153134559561
114,1.952,0
115,1.969,0
116,1.985,0
117,2.002,0
118,2.019,0
119,2.035,0
120,2.052,0
121,2.068,0
122,2.085,0
123,2.102,0
124,2.118,0
125,2.135,0
126,2.152,0
127,2.168,0
128,2.185,0.451524814471604
129,2.202,0
130,2.218,0
131,2.235,0
132,2.251,0
133,2.268,0
134,2.285,0
135,2.301,0
136,2.318,0
137,2.335,0
138,2.351,0
139,2.368,0
140,2.385,0
141,2.401,0
142,2.418,0
143,2.434,0
144,2.451,0
145,2.468,0.397318016180544
146,2.484,0
147,2.501,0
148,2.518,0
149,2.534,0
150,2.551,0
151,2.567,0
152,2.584,0
153,2.601,0
154,2.617,0
155,2.634,0
156,2.651,0
157,2.667,0
158,2.684,0
159,2.701,0
160,2.717,0
161,2.734,0
162,2.750,0
163,2.767,0
164,2.784,0
165,2.800,0
166,2.817,0
167,2.834,0
168,2.850,0
169,2.867,0
170,2.883,0
171,2.900,0
172,2.917,0
173,2.933,0
174,2.950,0
175,2.967,0
176,2.983,0
177,3.000,0
178,3.017,0
179,3.033,0
180,3.050,0
181,3.066,0
182,3.083,0
183,3.100,0
184,3.116,0
185,3.133,0
186,3.150,0
187,3.166,0
188,3.183,0
189,3.200,0
190,3.216,0
191,3.233,0
192,3.249,0
193,3.266,0
194,3.283,0
195,3.299,0
196,3.316,0
