#"+ Scan (rt: 25.990 min) unstir_75_Ecoli-r007.d "
#Point,X(Thompsons),Y(Counts)
469,691.16084,272.556457519531
470,691.30312,281.1875
471,691.81224,406.404541015625
472,691.90139,430.916656494141
473,692.18288,230.214279174805
474,692.31790,289.163452148438
475,692.71160,258.570953369141
476,692.75177,275.015106201172
477,692.85604,476.462219238281
478,692.98983,352.129302978516
479,693.05123,352.446441650391
480,693.32888,448.884613037109
481,693.52519,463.882354736328
482,693.79760,359.001434326172
483,693.88762,398.781829833984
484,694.31050,316.398590087891
485,694.41892,362.055541992188
486,695.10275,448.141906738281
487,695.19415,537.983764648438
488,695.33233,401.058990478516
489,695.37885,290.177947998047
490,695.48830,328.924743652344
491,695.60553,311.667602539063
492,695.76023,629.586853027344
493,695.81203,515
494,696.06203,424.001190185547
495,696.31380,453.004180908203
496,696.42902,209.5
497,696.54885,319.365264892578
498,696.64321,431.0029296875
499,696.79558,522.498474121094
500,696.91918,304.740142822266
501,697.30550,603.025634765625
502,697.42312,209.681671142578
503,697.55134,324.315551757813
504,697.63137,460.136291503906
505,698.41902,272.721160888672
506,698.58866,474.030487060547
507,698.70810,555.390747070313
508,698.81702,649.18603515625
509,698.92102,398.879058837891
510,699.04261,221.858337402344
511,699.16716,527.69189453125
512,699.20933,346.018157958984
513,699.30584,490.667175292969
514,699.37016,431.886657714844
515,699.42983,204.225006103516
516,699.54120,545.367431640625
517,699.82234,365
518,699.98495,633.037658691406
519,700.06742,501.016662597656
520,700.17312,261.90673828125
521,700.30719,701.472717285156
522,700.34725,398.14404296875
523,700.44697,241.020965576172
524,700.54211,500.249420166016
525,700.61470,602.16455078125
526,700.88674,272.013885498047
527,700.95996,289.402770996094
528,701.22183,305.890625
529,701.32340,884.200256347656
530,701.41750,572.3828125
531,701.65334,202.461532592773
532,701.70968,678.0634765625
533,701.87625,343.360656738281
534,701.91053,227.031723022461
535,702.00602,258.764434814453
536,702.19448,288.373596191406
537,702.31665,355.696166992188
538,702.41084,336.625
539,702.52816,248.185699462891
540,702.58630,239.164474487305
541,702.66366,282.143707275391
542,702.69936,458.847442626953
543,702.85450,356.006958007813
544,703.01221,499.51904296875
545,703.31421,316.020690917969
546,703.41218,548.13037109375
547,703.61919,380.284301757813
548,703.76185,516.264892578125
549,703.81683,434.105255126953
550,703.86887,389.594390869141
551,704.07390,462.166442871094
552,704.16034,330.319702148438
553,704.27502,239.481872558594
554,704.33973,210.961959838867
555,704.57813,202.236465454102
556,704.76019,248.563003540039
557,704.84614,467.336395263672
558,705.04734,256.003204345703
559,705.23751,488.848114013672
560,705.32152,478.367431640625
561,705.40195,271.181182861328
562,705.65190,263.387084960938
563,705.69191,222.497177124023
564,705.89481,205.346160888672
565,705.97660,344.363342285156
566,706.01755,237.330642700195
567,706.36849,248.363189697266
568,706.51846,351.617309570313
569,706.65067,594.695495605469
570,706.71386,359.160705566406
571,706.80559,261.545654296875
572,707.07360,225.469512939453
573,707.18683,396.013336181641
574,707.32571,360.947082519531
575,707.44374,379.180908203125
576,707.62859,222.222564697266
577,707.70501,391.840576171875
578,707.93589,811.385620117188
579,708.03241,748.761474609375
580,708.14937,270.928558349609
581,708.27091,709.661193847656
582,708.37012,581.780090332031
583,708.42256,306.00341796875
584,708.69477,261.226348876953
585,708.81843,358.968963623047
586,708.87267,280.433746337891
587,709.10081,777.766906738281
588,709.33705,563.712036132813
589,709.46594,291.603912353516
590,709.55529,533.028869628906
591,709.66285,768.843139648438
592,709.75256,469.275756835938
593,709.92532,380.48486328125
594,710.26700,604.047058105469
595,710.33868,897.00146484375
596,710.41971,573.867065429688
597,710.52334,379.457153320313
598,710.64287,262.169799804688
599,710.85415,330.9453125
600,710.94708,419.917053222656
601,711.09450,202.117645263672
602,711.13704,326.164611816406
603,711.33535,508.173919677734
604,711.48580,453.7197265625
605,711.60383,219.857147216797
606,711.67332,245.454544067383
607,711.77970,435.41015625
608,711.97951,335.249084472656
609,712.03998,273.497528076172
610,712.31831,312.038055419922
611,712.36953,395.001892089844
612,712.56029,450.121643066406
613,712.68976,364.377014160156
614,712.82338,395.453735351563
615,712.86045,313.243927001953
616,713.10108,478.924438476563
617,713.31926,625.795532226563
618,713.56129,209.721160888672
619,713.62781,237.9375
620,713.72387,408.125
621,713.80680,288.692535400391
622,713.89365,278.796691894531
623,714.02973,521.030944824219
624,714.12312,535.681762695313
625,714.21305,373.152404785156
626,714.27065,295.387817382813
627,714.54635,340.002105712891
628,714.67646,539.432556152344
629,714.78381,550.806457519531
630,715.01517,237.672225952148
631,715.29251,267.044067382813
632,715.34495,263.834747314453
633,715.88918,281.681762695313
634,716.07150,299.634399414063
635,716.24315,368.399200439453
636,716.30143,360.000671386719
637,716.36533,558.286254882813
638,716.41685,257.101501464844
639,716.52088,527.360168457031
640,716.63870,255.28125
641,716.76770,358.885040283203
642,716.85827,320.890106201172
643,717.27770,243.111358642578
644,717.34443,471.706359863281
645,717.39654,514.54296875
