CHROMATOGRAM,
hela10k02.raw,
Data points: 3287,
Time,Intensity
0.002310403,49393.43359
0.03597954,14151.94238
0.063513739,35360.46484
0.089128509,42679.80859
0.114988839,45936.93359
0.140310541,48015.8125
0.166076942,44473.27734
0.191089224,45636.51172
0.216859189,43254.59766
0.24306244,42205.59766
0.268950024,42012.37109
0.294909389,43554.77734
0.321658607,39535.17969
0.34760909,43542.38672
0.372969356,43754.63281
0.399735108,39048.15234
0.425055742,44287.64844
0.450262407,46182.99219
0.475831393,43421.15625
0.501307658,44312.03906
0.526839693,42335.09766
0.553058508,37428.39844
0.579190257,38773.01563
0.605025624,41132.46875
0.631123073,40692.98047
0.656567239,43555.35156
0.682289659,42408.26953
0.707215575,54849.30469
0.733067623,40718.55078
0.759050023,40888.84375
0.785602207,38274.12891
0.810929258,45437.26172
0.836533975,39989.57031
0.862914323,38159.57813
0.889016639,45663.64453
0.914339256,40767.82031
0.940193942,38298.82031
0.966227872,39707.64063
0.991729342,40407.97266
1.01804219,39685.61328
1.044094709,41087.88672
1.069282308,42857.27344
1.095694374,37558.16406
1.122012225,36780.87109
1.148083158,38606.28906
1.174780523,37142.71875
1.200261139,42603.26953
1.227060341,35477.27734
1.253464972,36143.37891
1.278983441,40422.51563
1.305726309,35942.58594
1.332249057,34700.17188
1.35771379,43735.6875
1.383837759,36101.86719
1.410013242,37327.94531
1.436214959,36433.57813
1.462700124,36708.34766
1.488930272,34987.36328
1.515064676,36914.35156
1.541284775,37507.12109
1.567641806,34922.00781
1.594264089,36626.61328
1.619858522,40227.1875
1.646019442,38222.22656
1.672163124,46769.22656
1.698433907,36072.71094
1.725324841,34452.55469
1.752007575,33898.29297
1.778321424,35276.70703
1.805189323,33130.60547
1.831741523,34751.35938
1.85834519,34744.51563
1.884043172,38817.48047
1.910252439,37984.38672
1.93595244,36727.62109
1.962329292,35143.59375
1.988636159,36581.62109
2.016205441,30538.10352
2.043213891,32837.92188
2.069950306,35363.78906
2.095925223,36338.76563
2.12347844,31557.33203
2.150597723,32481.75391
2.177289306,33338.97656
2.203085259,36846.69922
2.228538222,41119.85156
2.254804976,35343.81641
2.281127575,35801.21875
2.307440209,36423.01563
2.333610156,38556.91016
2.359960043,36686.31641
2.386765992,33233.44531
2.413223472,34899.90234
2.439992475,34055.90625
2.465635923,35685.94922
2.492928592,32371.11523
2.519280508,34311.53125
2.544875025,39160.97266
2.570990041,37249.82031
2.598268906,31125.94531
2.624688656,32539.74023
2.650441626,37817.74219
2.676476975,37325.22656
2.702673093,36142.35547
2.729770707,32430.01953
2.757011023,30342.05859
2.783687841,33496.1875
2.810468673,32203.12695
2.837230423,33162.70703
2.86408104,31048.08203
2.891640476,30504.06445
2.918400656,32501.77344
2.944703423,35045.19141
2.971764905,31326.74414
2.997824724,35548.74219
3.023873825,34616.00781
3.050801408,30868.91797
3.077635542,33673.13281
3.104634789,30949.36523
3.131040342,32755.83008
3.157543209,32890.78125
3.184123424,33196.26563
3.211632072,30523.52344
3.238047607,35470.51172
3.26475414,31814.44531
3.291597676,29910.52734
3.318319976,33208.64063
3.344428189,35456.90234
3.372019676,30103.24414
3.399674506,28888.2832
3.427665674,27056.51563
3.455194258,26832.19336
3.482897706,28109.25977
3.51001679,29202.23242
3.535795207,37632.48828
3.562828373,29322.23047
3.589152025,32663.52539
3.616282208,30528.29883
3.643246042,31398.50195
3.669689992,33573.41406
3.697040792,29771.38086
3.723493289,33576.41797
3.750803442,31243.81445
3.778037806,29338.03516
3.804750875,30258.24609
3.831192858,32807.24609
3.858003957,30201.50391
3.884450793,34471.28906
3.911052691,33640.91016
3.937789892,34270.05078
3.964232059,31941.94336
3.991098276,31390.86914
4.018126074,30210.04492
4.044475273,34213.07031
4.071062123,32386.04102
4.097883208,33101.05469
4.125212422,29959.10352
4.151636159,34383.28906
4.178259459,34261.78906
4.203930258,36361.68359
4.230384607,34155.26563
4.257225008,29786.56641
4.283110375,35225.33594
4.309439225,33804.21875
4.334699825,40671.41797
4.359591956,38137.04688
4.385996023,31614.29297
4.412374524,32416.5918
4.437601891,39665.01563
4.463537541,34906.71484
4.488607291,39514.0625
4.515416323,30903.1875
4.541081956,32629.26367
4.56689674,35087.19141
4.592819475,34277.04688
4.618811491,34246.75
4.644152406,36236.72266
4.671190559,28872.20117
4.697359156,32309.63867
4.723028592,34399.15234
4.749300873,31581.95508
4.775858159,28187.66992
4.80133959,34631.99219
4.825556889,38734.78125
4.850405223,36663.32031
4.875162859,38108.57031
4.900046809,36223.55469
4.924746608,38134.96875
4.949215475,37792.53906
4.97358334,39960.59375
4.997707557,41324.59766
5.02181454,38502.64453
5.046024707,37575.26172
5.070416958,38933.92188
5.094839958,38337.85156
5.119487539,35744.30469
5.143325924,39874.01953
5.167398722,38161.20313
5.191586808,37255.35547
5.215794543,38096.25391
5.240075909,36242.26953
5.26467994,33181.57031
5.28921014,34103.84766
5.313054458,38554.54297
5.336484575,40242.42188
5.359852826,43063.58984
5.384068774,36161.08594
5.407496575,41445.80859
5.430955926,41860.57813
5.454584975,38471.04297
5.478062192,41657.31641
5.50083934,47521.03125
5.524906325,38200.41016
5.547844056,46295.95313
5.570936472,44504.01563
5.594026374,42458.57422
5.617848543,38056.09766
5.641925859,34781.94922
5.66492174,44280.69531
5.688423224,40266.88672
5.712013542,38599.64844
5.735249439,41959.16406
5.757843406,47465.35156
5.781185642,38560.33594
5.804679659,38521.45703
5.828297273,39929.59375
5.852593091,35005.68359
5.876224374,39096.86719
5.899799791,38326.35156
5.923494823,35224.74219
5.947393242,34431.30078
5.971195407,38988.39063
5.993852972,42660.10156
6.016831056,44670.36719
6.04075419,37012.30469
6.064616509,37424.97266
6.088789291,35365.29688
6.111858606,43949.03906
6.135706241,35916.74609
6.159676058,38754.32422
6.182893772,41489.95313
6.206173626,41197.69141
6.22991749,39317.35547
6.253770776,38224.46484
6.277923591,34765.52734
6.30135229,38899.5625
6.324609239,40702.78125
6.347793574,41864.51172
6.371179592,41653.58594
6.394618824,41393.88672
6.417814743,42638.21094
6.441239642,38598.94531
6.46525454,37955.91016
6.489166573,37142.86719
6.512985825,39664.74219
6.536301425,41739.34766
6.559439956,43646.77734
6.583291192,40265.34766
6.607247141,37563.83594
6.631909342,31529.7207
6.656116942,38210.34766
6.68009204,36978.97266
6.703836257,39804.60156
6.727271441,41091.53516
6.751216606,38229.25781
6.775065207,38261.76563
6.799158739,35711.80859
6.823243959,39311.14063
6.847438275,38245.65625
6.870771856,42359.95703
6.895150422,37497.65625
6.919353242,38356.12891
6.943263041,39188.41016
6.967832008,35266.39844
6.992665858,35080.71875
7.016888991,39198.04688
7.041550008,32547.86914
7.066397622,34286.67578
7.091973006,30090.19922
7.117011606,32153.45898
7.142598875,30346.17188
7.167565226,32349.26172
7.192863158,32358.03906
7.217926025,35167.6875
7.242774108,35891.56641
7.267590443,35289.96094
7.292427575,32917.27734
7.315580741,43153.94922
7.340115407,34920.91797
7.364289041,38822.94531
7.388700608,35318.58203
7.412962972,36817.71875
7.438084276,34631.35938
7.463069975,33228.53906
7.487703207,34511.74609
7.512062056,36311
7.536728207,35628.87891
7.559953359,43732.01172
7.585246709,34058.16016
7.610189175,34409.08984
7.635474224,33285.07422
7.66028304,34729.89844
7.685766072,31831.27539
7.711546706,30851.61914
7.737473173,29663.95313
7.762561173,31469.55078
7.787836789,32716.32813
7.812863842,36481.76172
7.838622474,31104.30664
7.863432991,35453.17969
7.888269241,35553.79297
7.913502641,35360.71094
7.939092023,32193.5332
7.964975476,30775.21484
7.990470842,31517.32617
8.016006926,31385.19336
8.040905825,35015.16406
8.066318559,32255.8125
8.091607606,33716.74219
8.116551875,34943.21875
8.142021023,33832.09766
8.168301125,28733.86719
8.193483789,33450.57422
8.219418676,29973.24805
8.245903042,26463.61914
8.272114272,29044.81836
8.297296007,34406.64844
8.321983142,33410.67188
8.347110223,32453.85547
8.372085992,34202.32422
8.398148357,30040.94336
8.423399189,31920.875
8.449790592,26591.875
8.475102909,32983.89844
8.500053024,33194.92578
8.524482508,38259.40234
8.549294475,34708.92969
8.574498808,32987.49609
8.599404457,33650.96094
8.626094706,14913.73828
8.660691642,7276
8.695291141,13898.04395
8.723715106,17742.40039
8.758306276,7022.69873
8.79290529,8495.004883
8.827504809,7418.990234
8.862103807,11833.4375
8.89670304,16995.87891
8.931301923,7475.59668
8.965901259,8259.263672
9.000500058,8276.207031
9.035099573,7104.486816
9.069701039,6957.148926
9.104298042,8534.545898
9.138897092,7100.514648
9.173496257,9500.869141
9.208095625,7249.07959
9.242694639,6674.752441
9.277294142,12044.87598
9.311893125,8275.884766
9.346492075,15066.86426
9.381091642,7911.845215
9.415690358,9477.791992
9.450289392,10505.80469
9.484889439,7360.595215
9.519488326,7829.203613
9.554087225,6973.883301
9.588686124,10638.94824
9.623301307,8131.587402
9.657901592,8478.248047
9.692500789,9353.068359
9.727100689,7241.424805
9.761699139,8521.611328
9.796298241,8387.944336
9.83091394,8587.744141
9.865513376,7491.422852
9.900112592,9825.162109
9.934711491,14060.67871
9.969310509,11005.58984
10.00391004,8471.125977
10.03850896,7547.15918
10.07312369,9361.361328
10.10772423,8742.337891
10.14232374,8431.006836
10.17692241,7539.213379
10.21152174,6703.592773
10.24612086,7400.393555
10.28072037,9179.319336
10.31531988,17321.96484
10.34991852,7282.236328
10.38451724,9578.31543
10.41911661,10277.91309
10.45371604,7155.464355
10.48831553,11966.56836
10.52291373,8473.374023
10.55751366,7739.103027
10.59211274,4796.724121
10.62671141,6089.715332
10.65590949,8025.351074
10.68355792,16151.93359
10.70911034,29437.34961
10.73377436,31572.9707
10.75820423,35347.15234
10.78301304,34262.21094
10.80762624,38279.17969
10.83218271,35649.28125
10.85746194,34391.09375
10.88263829,33763.47656
10.90709972,36572.88672
10.93270399,33091.0625
10.95783797,35326.71094
10.98370819,33067.26563
11.00864676,35511.42578
11.03361809,36575.30859
11.05838744,36636.45313
11.08287196,37564.65234
11.10809137,34839.23828
11.13282909,37843.31641
11.15814017,32342.18164
11.18275124,35539.07813
11.20757884,36280.42188
11.23271534,31143.69727
11.25685726,38100.54297
11.28114371,38547.875
11.30534387,35994.05469
11.32984273,36050.07031
11.35371432,38046.92578
11.37735631,36537.99609
11.40118499,34181.96875
11.42485664,37726.76172
11.44903084,34612.34766
11.47289039,32895.91797
11.49717556,33365.48828
11.51999702,42170.70703
11.54306304,38732.96875
11.56603369,36793.01953
11.58903681,34799.28125
11.61199076,35845.61328
11.63518972,31963.79688
11.65796536,34190.28516
11.68056012,36831.08984
11.70244779,43271.73828
11.72442181,40061.11328
11.74632403,40791.10938
11.76811584,39646.36328
11.78986909,42168.75391
11.81195577,37588.10156
11.83321768,43929.65625
11.85472161,45783.16016
11.87613559,43159.94922
11.89736781,45233.95703
11.91884926,40069.17578
11.93988446,47769.71484
11.96119018,43614.60156
11.98238939,46928.60938
12.00390931,42115.73438
12.02528768,44192.55469
12.04647951,44574.98438
12.06749603,47974.54688
12.08906781,42774.51953
12.11050339,46592.17578
12.13193672,40270.47656
12.15332519,42731.90625
12.17423286,43175.48047
12.19569169,42184.61719
12.21713899,41792.94531
12.23839051,44840.32813
12.25967712,42637.69531
12.28126084,36107.40625
12.30303166,39575.6875
12.32444226,38107.19141
12.34548476,36217.83203
12.36652412,37964.05078
12.38766758,37733.63281
12.40868272,36529.11719
12.42916212,41928.26953
12.44980491,37676.35938
12.47042401,40022.09375
12.49102934,42045.89844
12.51156166,44169.39844
12.53221631,32125.20313
12.55243607,41515.35156
12.57282224,37580.19922
12.59299817,40320.80469
12.61314796,39437.93359
12.63357864,36679.05078
