CHROMATOGRAM,
4.303999805,22734.16797
4.333030024,21002.51367
4.362645292,19462.50977
4.391163122,22095.9082
4.420076191,19473.05859
4.448603939,22218.56445
4.477611124,19953.85938
4.50607734,21536.19922
4.535502473,20408.28516
4.564109456,21713.49023
4.592625188,20662.35938
4.621038075,21502.30273
4.649509588,21844.25586
4.678233957,21505.45703
4.706878157,21555.88477
4.735378106,23161.62305
4.764409708,19974.10156
4.793309155,20246.14844
4.822469389,20244.61133
4.851612555,19997.03906
4.879396005,22384.41992
4.907638891,22455.22461
4.93631734,20924.70117
4.965369923,19192.9668
4.993329341,22143.88281
5.020781858,24232.39063
5.048502174,25118.0918
5.077196621,20172.26758
5.104807591,25149.7793
5.132721105,22758.82813
5.16092354,22658.7207
5.18834534,24478.99805
5.216468707,23059.91406
5.244081671,24744.07813
5.271774939,24278.30078
5.299729223,23369.12109
5.327531174,21739.42188
5.355231555,22531.01172
5.383306789,21148.94531
5.411550291,23227.9707
5.440147407,21425.40039
5.467567439,23837.53516
5.495908458,19906.63086
5.523994556,21323.76367
5.552799355,20259.9668
5.580969925,22857.09961
5.609861222,20152.62891
5.637559838,22840.89648
5.66388334,28859.27539
5.69046479,26378.44727
5.717510906,25181.30859
5.745826124,21886.23438
5.772723789,26376.5293
5.800610991,22065.7207
5.828412707,23272.67969
5.856069258,22274.55859
5.883783538,21132.42969
5.911554173,23058.1543
5.939069473,21876.17578
5.966880988,21777.11133
5.993829989,24004.86523
6.019266656,28633.16016
6.047039973,22125.25391
6.074854508,24181.2207
6.102473322,23470.75586
6.129708488,22371.69141
6.15717219,23450.32227
6.184517725,23696.9668
6.211835574,23885.57227
6.23883744,24940.51367
6.266035639,23520.45508
6.293190888,24434.17383
6.320577772,23183.16016
6.348267256,23677.1875
6.375038373,24668.83594
6.402004774,23558.7832
6.429494158,22058.87891
6.456304375,25306.33984
6.483216575,25291.97852
6.510966888,23689.75
6.537852239,25459.37305
6.564848788,24344.20117
6.591611373,24947.79297
6.617685321,30131.43164
6.644271023,23218.97852
6.671446239,22914.7793
6.698842358,21848.73828
6.726366575,23164.40234
6.753855605,22401.94727
6.78100109,21956.31445
6.807728707,24912.67188
6.834992738,23664.75781
6.862058357,22955.05273
6.888536456,25157.06445
6.915779657,24075.96289
6.942898539,25458.10352
6.969701889,24462.58398
6.996289439,24695.44336
7.023041808,25069.43555
7.049107122,29014.66602
7.076954988,22577.09766
7.103711223,24830.65039
7.130197457,25520.20508
7.157778906,23051.5918
7.184596975,24597.99023
7.211070406,24946.54883
7.238364656,22780.06836
7.265311439,24102.62891
7.292107506,25864.68164
7.31906534,23989.49609
7.346157574,23949.71289
7.373140656,24899.99805
7.400663872,21254.2207
7.427974505,26917.88477
7.455573288,23294.38281
7.482912921,23281.35547
7.509569108,24925.23242
7.536970074,23107.93164
7.563911608,23424.66406
7.591204706,22816.25586
7.618185054,25685.65039
7.645435023,23207.62695
7.672389324,22188.23242
7.699707774,24034.95313
7.727122588,22598.6543
7.754672121,23044
7.781941656,22183.65625
7.809104124,22951.71289
7.836770756,21761.60938
7.864615305,21548.63086
7.892251773,22656.03125
7.91965924,22834.29492
7.947464541,20858.81055
7.975729691,21268.71484
8.004318058,19558.08008
8.031710775,24522.64453
8.058278556,28955.06836
8.083818924,28895.20898
8.111915989,20872.26758
8.139423091,24795.77734
8.167300224,20238.23438
8.195609573,27789.89063
8.22338674,22598.24805
8.250883873,25892.39844
8.279499788,19832.06055
8.307256757,27106.70508
8.335657723,21228.34375
8.364033925,20330.11328
8.392711806,18766.62695
8.421312339,18422.42578
8.448834641,21374.19727
8.477383255,20614.26563
8.50330274,27152.07422
8.537898691,11839.94336
8.572497558,18442.72852
8.607097255,11128.03809
8.641696305,14678.61621
8.676295371,14034.06152
8.710894588,24167.96484
8.745493538,26563.30859
8.780092823,17511.51758
8.814692405,13415.82715
8.849291074,14690.79785
8.883890274,12212.92188
8.91848969,9135.916992
8.953089058,8097.443359
8.987688024,8064.572266
9.022286772,10076.5625
9.056886791,7759.033691
9.091485706,11801.62012
9.126084772,12610.36719
9.160683806,18278.88867
9.195282856,14667.57813
9.229882871,19952.37305
9.264481373,22398.95703
9.299080673,18941.25586
9.333679655,34806.58203
9.36827894,23637.34961
9.402878439,19015.58594
9.43747754,15258.84668
9.472076475,13329.33301
9.50667599,11837.31055
9.541275024,14770.62305
9.575874141,14384.5957
9.61047339,28926.96289
9.645072638,15600.77832
9.679671672,16197.86719
9.714270758,11024.77148
9.748869907,14918.29395
9.783469255,19637.92188
9.818068257,27020.07422
9.852667788,9282.833008
9.887266806,9282.426758
9.921866174,10935.28223
9.956465422,10554.7168
9.991063972,13577.54981
10.02566349,12726.63867
10.06026336,10285.07715
10.09486201,19559.29688
10.12946141,8783.222656
10.16406009,8853.764648
10.19865956,18586.35547
10.23325834,15274.15527
10.26785776,10708.87988
10.30245767,12665.07227
10.33705612,17808.86914
10.37165523,12349.97461
10.40625467,16241.61816
10.44085387,10327.84473
10.47078857,19048.19141
10.49759092,21254.28516
10.52331811,22422.24023
10.54857954,27978.0625
10.57328034,29193.32617
10.59883859,25698.95117
10.62441572,26678.80273
10.65028014,27709.52148
10.67608544,26250.89258
10.70256972,24125.89453
10.72912216,23300.16602
10.75596719,22315.20898
10.78374756,38108.75391
10.81136155,23876.41602
10.83857609,23169.20703
10.86600869,22418.94922
10.89228104,26101.30664
10.91973336,25437.73633
10.94731109,22199.70117
10.97550506,22485.67188
11.00302484,23303.74219
11.03044052,23224.95508
11.05920796,20539.66016
11.08682157,22208.33594
11.11451171,23052.5332
11.14290526,22265.9668
11.17236179,19246.72852
11.20103555,17447.09375
11.23016524,19074.52148
11.25930667,20335.50781
11.28773027,21336.61914
11.31685768,18212.45703
11.34505051,20176.60352
11.37280074,21774.76367
11.40180214,19575.46875
11.43070516,18817.07031
11.45945029,19955.93945
11.48790596,20364.6582
11.51546116,21461.64258
11.54433881,18256.12891
11.57330407,20286.7207
11.60199392,19488.4375
11.63068674,21057.66211
11.65958612,19358.89063
11.68790154,21430.64258
11.71619907,20387.30859
11.74378014,22408.3418
11.77240241,21026.9707
11.80027146,22036.5
11.82885091,20612.79688
11.85684701,21136.91211
11.88368756,25329.94336
11.91063993,24887.76953
11.93861236,22380.23242
11.96562999,26956.99023
11.99348141,22347.96875
12.02133304,22799.69922
12.04902442,22700.95508
12.07697887,22772.87891
12.10465701,23220.00977
12.13243471,23800.10938
12.16018466,22541.83008
12.18797871,23088.36328
12.21680799,21973.85156
12.24546872,22136.36328
12.27370057,22899.19141
12.30170406,22805.91797
12.33060281,20265.07227
12.35816051,24315.68945
12.38516474,26657.05469
12.41229497,25893.81641
12.43904024,28329.58594
12.46680936,23886.45898
12.49465344,24937.14063
12.52113527,27501.80664
12.54807769,26483.82031
12.57501347,27797.62891
12.60197102,27158.4082
12.62941172,26900.62891
12.65634527,26834.75781
12.68244147,28080.39063
12.70862506,31101.61523
12.73356502,32379.46484
12.75895076,28830.03906
12.78463297,29924.08984
12.81005984,31910.56445
12.83396881,32162.97266
12.85753646,38141.03516
12.88130091,33808.29297
12.90544547,31912.94141
12.92907252,31711.72266
12.95321861,31663.79492
12.97595042,22130.12305
12.99897279,4473.249023
13.02231421,5568.956055
13.04483856,5403.028809
13.06761952,7984.704102
13.08909277,16221.53027
13.11127259,18993.54492
13.13323556,25750.07617
13.15570201,28345.06055
13.17794599,33673.82031
13.20020491,32495.0332
13.22313136,31848.2832
13.24575477,30622.76367
13.26871101,30141.85156
13.29119991,32862.85547
13.31452849,29286.20117
13.33793279,28088.92773
13.36086424,31349.23242
13.38377414,30741.55469
13.40688421,31827.94531
13.43017026,30680.34766
13.45332502,29423.84375
13.47689064,26846.86523
13.50091544,26512.26758
13.52496431,28210.68945
13.54811959,30572.7832
13.57222911,26299.09375
13.59703674,24721.54688
13.62154209,26743.39063
13.64484804,29832.24805
13.66834664,28907.20508
13.69269967,28006.1582
13.71650692,27279.89258
13.74076756,28678.82617
13.76450239,28438.90234
13.78842631,28579.44727
13.81274997,27039.54883
13.83642341,31363.91016
13.86044357,29005.13672
13.88475798,27281.3457
13.90859611,29736.56055
13.93353754,26201.32422
13.95759452,26973.32422
13.98191973,29077.91406
14.00624156,59034.19531
14.03019637,28689.25391
14.05437121,28886.03906
14.07881094,26822.02734
14.10292459,26099.32813
14.12735927,27231.2168
14.15130532,27044.08984
14.17561334,30005.68164
14.19965651,29036.88867
14.22394631,29350.30078
14.24865541,28976.16406
14.27336679,29248.10547
14.29854132,23814.32031
14.32280474,26290.71484
14.34851226,12747.14356
14.38311024,3299.380371
14.41771177,2814.170166
14.45230871,2290.20752
14.48690747,2578.602051
14.52150725,2291.43335
14.55610716,2244.487061
14.58510671,4429.087891
14.60910236,19972.45898
14.63338837,24919.44336
14.65833982,17111.69336
14.68330257,4574.618652
14.70748726,6466.709473
14.73146341,6192.642578
14.75278232,11460.97656
14.77364082,11788.5791
14.79403594,15744.35645
14.81498164,19764.80078
14.83597252,20303.02734
14.85756731,18968.16797
14.87994892,20633.48828
14.90355682,20488.19336
14.92624412,30864.35156
14.95064881,25256.76758
14.97526277,24286.78906
15.00055379,23404.37891
15.02509164,24856.90234
15.04982544,27273.42188
15.07418658,25972.98633
15.09880571,24918.5293
15.12347809,25731.96875
15.14808876,25039.87109
15.17161414,29372.5332
15.19395994,37053.33594
15.21762209,27923.78516
15.24126994,27915.40625
15.26539214,26100.92773
15.28965399,25943.11523
15.31329869,26580.8457
15.33743786,25690.30078
15.36120362,26911.64258
15.38481771,28191.99609
15.40903581,26504.82227
15.43308606,25438.57031
15.45661167,30167.99805
15.48035952,27921.11523
15.50355347,27351.27148
15.52709439,28775.35156
15.55020709,31611.43945
15.57340007,28295.62305
15.59699204,28941.74023
15.62031372,26686.54883
15.64353174,29041.79102
15.66664689,29876.58203
15.68984923,27368.85156
15.71303907,30208.62695
15.73606959,35752.51953
15.75943559,26725.61914
15.78261162,26023.14648
15.80592906,27826.05078
15.82929786,26332.61328
15.85188556,29514.3418
15.87546544,25705.40234
15.89861359,28538.14648
15.92166241,25933.5625
15.94488182,27566.93164
15.96859446,23559.89453
15.99133477,27468.25977
16.01474494,25655.80273
16.03736511,31506.00781
16.06044614,25401.48047
16.08298716,29497.13477
16.10590244,26938.26367
16.12841799,28517.82617
16.15078706,29413.54492
16.17330392,29661.96875
16.19553659,27835.6543
16.21779929,30290.34375
16.24066857,28885.34766
16.26341289,26638.41797
16.28661921,23106.85547
16.30903549,28446.17773
16.33123864,29935.04492
16.35404749,23202.63086
16.37756851,21865.17188
16.40071326,24361.95703
16.42314586,26577.0293
16.44521671,29620.43555
16.46769426,27761.31445
16.48991486,26808.54883
16.51261271,25181.55859
16.53494152,28018.25586
16.55755254,26832.32422
16.57959101,27363.21484
16.60185534,26680.21875
16.62376992,29433.23828
16.64654929,27000.97852
16.66869071,27278.66016
16.69057586,30600.72266
16.71299479,27079.84375
16.73510912,29709.57617
16.75750517,27249.11328
16.78018656,24554.76758
16.80289228,28533.16406
16.82538639,27445.7793
16.84754596,29385.71094
16.86975181,27587.28125
16.89221767,26496.61133
16.91415279,30028.01563
16.93646916,31646.5957
16.95889149,28763.7168
16.98147474,25355.73633
17.00463616,25922.08203
17.02730441,24613.41797
17.04975867,25470.44727
17.07229039,26481.94531
17.09488696,25305.86523
17.11702189,27990.43164
17.13943209,26438.67578
17.16228281,26776.27734
17.18453886,27254.50391
17.20695173,29303.36523
17.22918366,29096.5
17.25208239,25401.73047
17.27482091,27607.11133
17.29694191,28328.00781
17.31913507,30208.44727
17.34192314,24626.02344
17.36424046,30050.66797
17.38684651,26831.44531
17.40902544,31918.79492
17.43152876,26190.6875
17.45387496,27138.32617
17.47671812,26913.17969
17.49910929,30450.8418
17.52149977,30638.3125
17.54393254,28501.71484
17.56640016,30272.0293
17.58905902,29686.56445
17.61141382,31671.53516
17.63414711,26574.87695
17.65662004,30682.18164
17.67888166,32671.70898
17.70184972,27932.83398
17.72455731,29987.06836
17.74677209,32014.33984
17.76980119,28678.11133
17.79238584,29234.88672
17.81494644,30883.34375
17.83716161,29638.21484
17.85986939,27931.12891
17.88281794,26827.2793
17.90573877,26727.91992
17.92862119,26762.64063
17.95131856,30049.16016
17.97393741,31685.89844
17.99732223,25206.55273
18.02062583,24961.33203
18.04403383,23484.15625
18.06683822,28201.98047
18.08991307,26574.63086
18.11352452,23544.60352
18.13656549,26909.18555
18.15948333,27121.38086
18.18226734,29159.4707
18.20511124,28926.61133
18.22736254,32709.99414
18.25012308,29734.54297
18.27322672,27731.06055
18.29589986,28553.04297
18.31824042,30169.20703
18.34175024,23801.52734
18.36446296,27240.52148
18.38725801,31048.62695
18.41037169,24763.68164
18.43310651,26858.32617
18.45557297,32474.70703
18.47839311,27736.92578
18.50131117,44390.13281
18.52439532,27364.96094
18.54780616,23476.04102
18.57128516,23632.26758
18.59520951,22589.96094
18.61803682,28032.27148
18.64094737,26618.33008
18.66454612,24321.27734
18.68793128,25991.25586
18.71183721,23263.00391
18.73535447,25272.2832
18.75818974,28489.54883
18.78148124,27436.80273
18.80497667,24169.51953
18.82855777,23223.36133
18.85240442,53548.20313
18.87503722,270168.9688
18.89698367,453653.1875
18.91906524,353350.7813
18.95111331,177540.8594
18.97291351,105480.6172
18.99495982,53326.01172
19.01714281,31658.81445
19.03979352,30777.61719
19.06241932,37985.30469
19.08500952,34937.37109
19.10756197,66721.73438
19.12980376,69044.69531
19.15171562,75957.57813
19.17406711,58871.83203
19.20734071,62451.93359
19.22972196,79288.52344
19.25200899,74740.34375
19.27443498,44720.30469
19.30808827,25722.91992
19.33082351,23738.68359
19.35301454,27312.01563
19.37531769,29085.14648
19.39772861,36710.75
19.41991174,46761.85156
19.44214287,56102.84766
19.46436122,47081.53906
19.48661719,78924.50781
19.50843304,152660.4063
19.54140581,172448.875
19.56947021,120158.2578
19.59133682,81736.125
19.61375271,41682.67969
19.63624701,26590.58594
19.65877139,25407.94336
19.68108991,34385.54688
19.70343876,30666.42773
19.72590667,29796.2168
19.74806504,31324.71094
19.77030644,33769.80859
19.79235916,40195.66797
19.81493602,54361.40625
19.83718147,61845.62109
19.85917514,90262.53125
19.88084611,122654.8516
19.91333139,151264.9219
19.94097252,196417.2188
19.96916109,191841.0625
20.01290104,176877.8125
20.03340922,166188.0313
20.05393097,110813.7656
20.07465079,74436.04688
20.09554309,62706.10156
20.11630989,42209.70313
20.13730967,37041.87891
20.15860597,40705.10156
20.17933607,48577.26563
20.20019134,59011.72656
20.22074706,57804.89844
20.24104901,63817.25781
20.26153698,58234.91016
20.29340209,67296.98438
20.32539772,759480.5
20.34393658,1996092.125
20.36211545,3882214.75
20.38009028,4681579.5
20.44033882,15700313
20.50120289,156926256
20.55937978,158655024
20.61751615,103582480
20.67968044,56650196
20.73964842,36083780
20.80161105,28811210
20.85960417,19534002
20.91759212,11345563
20.979792,8549475
21.0398566,3754621.25
21.10000002,2848352
21.16025804,2032175.875
21.22073158,1608724.25
21.27459845,1458793.125
21.29274562,2824102.75
21.31060368,6649070.5
21.32831492,9078965
21.37287208,12728975
21.43084742,11351481
21.49085207,6151831
21.55084,2786313.5
21.61309848,1238989.875
21.67323765,2769009.5
21.73136047,3651910.25
21.79354613,2700887.75
21.85445653,2277508.5
21.9145829,1640333.125
21.97469998,1314021.375
22.03667543,1045248.688
22.0969049,837084.875
22.15617654,797689.6875
22.2186417,1599972.625
22.27882062,932951.8125
22.34140735,419317.7813
22.40248622,355095.25
22.46507228,312698.9063
22.52554735,271862.0625
22.57933075,258812.9688
22.63983144,1948055.5
22.69349138,2073367
22.75382272,927266.0625
22.80982477,285819.875
22.83473967,179019.8281
22.8597695,114019.5
22.89824092,218552.5
22.92331547,420785.8438
22.97669827,805551.875
23.02880497,933683.25
23.06037327,1033549.25
23.08515442,859795.375
23.13221315,461078.7188
23.19404707,1977337.375
23.256256,7979777.5
23.31617249,7594650
23.37835099,5481188
23.43831912,3487786.25
23.50005165,2088162.125
23.56081847,1347942.25
23.6218023,1445439.625
23.68397528,6737613.5
23.74472013,19103554
23.80364053,17438710
23.86222777,7057333.5
23.92219657,1536770.125
23.98300977,452280.5625
24.04552167,962124.9375
24.09904112,774895.625
24.15818327,1489811.5
24.21834267,2060705.25
24.28062348,558090.625
24.34305153,145205.1406
24.39026677,45109.07813
24.40891767,92579.33594
24.42702863,47155.14063
24.4453831,78786.30469
24.46349825,53709.01172
24.49049794,150077.2344
24.51523362,209545.9063
24.54667378,423052.6875
24.57137478,739271.375
24.6092811,1138866.625
24.6716161,3002395
24.73171427,2910971.5
24.79180765,1555831.625
24.8519945,514606.7188
24.9122928,499753.5625
24.97154963,1499284.625
25.0324512,1740568.75
25.09140738,744386.3125
25.15388159,244481.0469
25.2141212,531699.25
25.24534609,1143939
25.3060135,854048.4375
25.36406637,1731818.5
25.4240261,1728975.25
25.48206945,1397420.125
25.54327298,713222.0625
25.6017142,1775000.125
25.66169109,2354536.75
25.72168053,1364046.25
25.77968582,1004390.75
25.83820332,1162289.875
25.89817852,747088.25
25.9565611,1437299.25
26.01652233,1228856.625
26.07656998,624391.5625
26.13618978,423297.4375
26.19632475,432456.25
26.25501843,862122.0625
26.31540717,600548.5
26.37446132,528693.5
26.43455022,602118
26.49311115,346450.375
26.55401249,458772.625
26.61404347,804798.125
26.67242645,1578441.25
26.73066232,2874504.75
26.79078703,4216048.5
26.84896439,12142918
26.90976182,46153160
26.970014,159358128
27.02813913,233089552
27.08738525,139865408
27.14534944,312354848
27.20333308,353413184
27.26123208,237317072
27.32118987,91297192
27.38011827,20243340
27.43817437,5704188.5
27.49811457,1680088.75
27.55890215,2698663
27.61884402,2625900
27.67878527,1272778.5
27.74100028,1072849
27.80287672,1162166.375
27.86283117,1286365.5
27.92275112,1318146.375
27.98492588,1140478.75
28.04708618,1901223.75
28.10511278,1540863.875
28.16507645,1231686.875
28.2231456,1495590.875
28.28306205,3207318
28.34293672,4423692
28.40099833,5276585.5
28.4611275,6957161
28.5201957,9969869
28.58000689,25388262
28.63799919,35754844
28.69601252,53198668
28.75514977,79296664
28.81320833,57073504
28.87282829,38503724
28.93237957,16347341
28.992295,9420094
29.05052695,4610645
29.11042,2461709.75
29.16893532,2109264.75
29.2274191,1417146.5
29.28787429,1194464.5
29.34832438,1068987.5
29.40831498,980698.75
29.46665072,964349.0625
29.52846183,996480.125
29.58916483,1110165.625
29.64952085,1213087.375
29.70820503,1296451.625
29.76910443,2309665
29.82936575,3345138.75
29.89061688,4015994.25
29.95164774,3736163.5
30.0116281,3215238.5
30.071564,4428270.5
30.13268825,5710051
30.19483562,7070909
30.25285255,6699817
30.3127499,5915365
30.37265348,6551496.5
30.431099,5359918.5
30.49102037,4542461
30.55092512,5243471.5
30.60968493,4232550
30.6717931,2753696.75
30.7297448,3887446.75
30.7877254,3118778.25
30.84768517,2930763.75
30.90763012,2634495.75
30.96887222,1896502
31.03105152,1639621.875
31.09218992,1439226.375
31.15437465,1168344.625
31.214157,1201127.5
31.27579417,847612.6875
31.338009,921650.375
31.39617053,1378628.5
31.45801827,1580378.625
31.518,1201397
31.57744492,1273130
31.63744534,1224991.125
31.6974926,879874.125
31.7597713,535632.75
31.81941222,223704.6719
31.88188733,221598.8906
31.94448867,181940.0469
31.9907425,280286.2188
32.02199865,192806
32.08441748,313536.0313
32.14467563,328515.8125
32.1916176,357403.5938
32.23848337,290510.1563
32.30014628,278063.6563
32.33143295,196512.7188
32.3650503,162862.25
32.4030779,179798.0625
32.4343376,179987.5625
32.48794637,247747.4063
32.5349577,236871.8906
32.57531887,248720.7031
32.59994587,172553.3281
32.63366098,262541.8125
32.6716144,182028.7031
32.7253755,286804.4063
32.75669808,207261.6875
32.79478374,381119.8125
32.8283795,265905.5
32.87541105,497148
32.91578178,540493.0625
32.96290977,617075.25
33.00095777,574544.125
33.04129235,495785.9063
33.0726441,363905.9688
33.1062895,429055.7813
33.14657045,308338.6563
33.17799383,367264.8438
33.20266523,309993.5938
33.22079312,343058.6875
33.23880637,411736.4063
33.25677135,354097.4063
33.2888285,364936.1563
33.31351708,482153.25
33.34483067,291798.375
33.38532339,411561.0938
33.40340198,346618.7813
33.42814659,352412.0938
33.4461892,358081.8125
33.46418317,323693.5313
33.48896628,331916.0313
33.52939207,293648.5938
33.56088215,315362.25
33.57900812,368956.6875
33.59707302,426467.0313
33.61511802,363621.3125
33.64850877,345770.8125
33.68895992,424264.875
33.71382548,484851.375
33.73184393,481498.3438
33.74991373,447526.0625
33.76798548,343363.7813
33.82393983,228202.1094
33.86216067,283049.5313
33.89368084,257091.75
33.9341607,213345.3281
33.96570852,233349.7656
33.9905195,242127.2969
34.01552862,176193.875
34.03386655,185142.125
34.05205938,165123.0781
34.07048808,228494.5
34.09748712,132771.1094
34.12925782,112451.2578
34.15456252,137571.7969
34.17283847,120822.2578
34.19117909,172641.9063
34.20940189,114604.7813
34.23669109,107468.1719
34.25520737,123555.7578
34.28043524,68327.73438
34.30850996,51117.75
34.3271606,164473.4063
34.34524932,147892.0156
34.3636238,158213.6875
34.39087962,149469.5156
34.41595175,187588.0625
34.44096009,219464.9531
34.47492427,245940.3281
34.49984985,212430.6406
34.51799317,375587.4375
34.53603623,312077.4688
34.5541156,468184.4688
34.60093087,994953.625
34.6543748,1104393.875
34.71449632,1786157.5
34.77456215,1955164.75
34.83461777,1603150.875
34.89463505,1632215.375
34.95687975,815380.4375
35.01585215,421628.3125
35.07843798,227708.6563
35.11654408,147059.7813
35.14806095,128171.4297
35.17525075,84974.00781
35.19374828,100057.2109
35.2121544,85824.03906
35.23050722,86280.51563
35.24883758,115281.875
35.27810767,76273.03906
35.30990007,70644.98438
35.32837128,67681.60156
35.3468275,82780.13281
35.36514412,74725.98438
35.38352005,47536.35547
35.40198708,56766.42969
35.42045532,99900.24219
35.46109352,35135.07813
35.49560151,55072.67969
35.51425192,74264.45313
35.53269679,46531.02344
35.5513473,67672.57813
35.56979494,63298.79688
35.60644728,49709.84375
35.62509768,96495.63281
35.64349419,95751.60938
35.6619466,119031.4063
35.68069867,52791.24219
35.69934912,95985.00781
35.71779877,69842.41406
35.73644093,68952.09375
35.7550249,49389.26172
35.79857646,40709.91797
35.8172272,73483.72656
35.83596777,48053.0625
35.85461835,73654.17969
35.87370966,37978.20313
35.90338084,120164.0234
35.92227029,103243.7891
35.94092137,177642.1094
35.95936633,211948.0938
35.99561307,182112.625
36.01426377,311171.2813
36.03302114,239350.6875
36.05183566,288618.0625
36.07062287,307830.2188
36.10808011,159749.5625
36.12673038,375384
36.14519903,371247.5938
36.16372342,316660.0938
36.18237447,313620.2188
36.20119811,148605.2344
36.21984898,219653.125
36.23853271,135719.0781
36.26610526,94166.04688
36.29173097,54020.01172
36.31038165,73229.92969
36.32889571,57917.33203
36.3475462,78691.89063
36.36614426,71589.07031
36.40911737,49291.29688
36.4344326,78194.74219
36.45327632,61196.48828
36.4719269,87340.21094
36.49038307,103923.9297
36.50898818,118862.0703
36.53867119,171655.9844
36.55733634,148310.9063
36.5759868,150238.6875
36.59459487,183418.9844
36.61319774,136763.0469
36.63184793,169873.9688
36.65056559,143280.7969
36.68158002,65821.22656
36.70023659,95073.86719
36.71925447,67275.29688
36.73790478,59723.09375
36.75677327,51166.58594
36.77542363,47337.16016
36.79425494,41681.15234
36.82609547,18594.70703
36.8447461,75194.79688
36.86386529,36055.73047
36.88252254,51345.39063
36.90146309,55046.41406
36.93843633,107228.9844
36.96405366,174406.25
36.98281092,230404.625
37.00170114,309126.875
37.02035178,460734.1875
37.03891048,557570.9375
37.05743638,714798.875
37.07596242,783699.625
37.09457485,1227151.125
37.12384115,1166902
37.14903337,1375391.875
37.16739533,1621004.125
37.18563002,1795090.25
37.2038388,1526132.125
37.23598905,1293758.375
37.26754884,1204969.75
37.30035462,760331.75
37.32544378,615510.5
37.34389242,505879.1563
37.36230027,418977.5938
37.38066465,278353.8438
37.39922677,217992.625
37.42914437,106655
37.4477947,141460.8281
37.46644476,112414.2578
37.48514554,91783.53125
37.50399256,71887.97656
37.54222827,17865.33008
37.56094184,61628.39453
37.58014782,72015.8125
