CHROMATOGRAM,
hela10k07.raw,
Data points: 3342,
Time,Intensity
0.002308317,53308.64453
0.035961154,2491.572021
0.06206094,8091.166504
0.08734664,14899.49023
0.112549471,9304.418945
0.137494321,7035.508789
0.16329859,7188.462402
0.189047554,8344.539063
0.214410288,9092.625977
0.240032473,9037.6875
0.266004105,10414.61816
0.291783038,9028.917969
0.318014406,12743.25488
0.344713639,9891.237305
0.37075589,10857.85742
0.396376689,11481.55566
0.423165472,9170.101563
0.44853119,8878.996094
0.474205505,10684.58984
0.501197055,8281.223633
0.527471971,9410.951172
0.554155222,9108.118164
0.58027952,7665.890625
0.606537107,7612.795898
0.631606522,8830.208008
0.656642071,8506.092773
0.682690222,6880.493652
0.708388972,7292.338379
0.734307988,7356.95752
0.76084777,7954.61084
0.786011572,8137.148438
0.812058106,8910.136719
0.837314124,8938.259766
0.863721406,7458.574219
0.889230004,9015.104492
0.914371057,15592.80664
0.940288873,9940.905273
0.966098173,19855.61328
0.991701006,11183.36426
1.017192073,9531.226563
1.042350089,13973.96777
1.068667757,11639.29004
1.094133837,9238.304688
1.119658354,8444.696289
1.145605937,8179.284668
1.171830773,8491.453125
1.198028305,7899.041504
1.223733007,8613.078125
1.249378339,10019.48438
1.27625054,9709.805664
1.303480171,12668.24805
1.329650004,13622.84082
1.355049423,12676.36914
1.380832989,13412.00293
1.407363474,10325.45215
1.432867773,8098.54541
1.45822879,9476.341797
1.484611006,9262.137695
1.510558354,10108.7666
1.536596874,9058.574219
1.56272569,8875.878906
1.588094806,9703.756836
1.613781137,11601.63281
1.640218623,12305.06641
1.66634097,10136.01465
1.692900021,9469.443359
1.718230656,19561.75195
1.744023374,12933.43164
1.769952805,10261.32715
1.795190874,10175.14648
1.820865157,7792.439941
1.846581756,9625.87207
1.872411306,17708.7793
1.898465557,10720.37012
1.923984539,8715.400391
1.949637106,13465.91699
1.975418205,11548.86523
2.001250207,10503.33106
2.027746037,9879.713867
2.053848441,12669.94629
2.080029841,12477.45508
2.105661987,13482.88184
2.131887491,15002.2666
2.157410704,12972.37109
2.18300954,13292.20508
2.20912607,11742.18652
2.23500624,14098.2207
2.261910704,10931.08789
2.287767704,11771.86719
2.314321124,9035.287109
2.339841806,13342.5918
2.366851138,10738.36426
2.392782572,11530.32031
2.418905806,11058.1709
2.444161756,12470.31738
2.469619138,11913.53906
2.496188572,10630.62012
2.522652923,11759.04297
2.549021239,10488.37695
2.575251356,12082.54688
2.601358206,11388.6709
2.627574006,14710.00977
2.653654539,9514.429688
2.678858939,13542.72949
2.704943271,11286.11328
2.732346423,10505.04102
2.758525005,14727.25293
2.78495074,11154.33008
2.811228573,12812.96289
2.837410322,13324.52148
2.863876672,13387.06348
2.890107957,12032.0127
2.915461889,10538.66211
2.941524107,14311.20215
2.966972239,13523.80664
2.99239219,11958.06738
3.018057739,10569.07227
3.044039205,11302.16992
3.069946106,12124.50391
3.096063339,11765.72656
3.122219939,13789.03516
3.14765499,12944.87305
3.173436104,13192.17773
3.199723907,14152.80957
3.226845907,10580.00293
3.253236941,8991.501953
3.280305921,12342.80176
3.307595574,14194.80957
3.334238457,10380.0332
3.361153606,13340.91797
3.388208607,15534.6416
3.414991605,15366.27637
3.441090972,13790.3457
3.466918837,14008.46484
3.492970907,15724.89063
3.518179174,14305.79004
3.543781455,13759.09863
3.569623855,9928.601563
3.594782304,11182.96582
3.621231738,9684.082031
3.647454905,11809.58301
3.672770921,14452.0957
3.699838689,11330.83887
3.725201089,13875.38184
3.750804523,11228.82617
3.777244738,13532.75586
3.802737239,13064.28125
3.828433541,17191.67969
3.852992156,12545.22656
3.878731441,12211.1582
3.904834222,13262.9668
3.930600805,11660.03711
3.956725072,12495.55273
3.982472423,11516.90039
4.007958805,14648.76465
4.033344471,14584.11523
4.059364739,13338.22949
4.085778355,13209.49707
4.111905737,14766.86719
4.137463021,22915.81055
4.163220854,15242.19336
4.188755456,13384.83496
4.214294389,14501.80566
4.239499222,17014.80078
4.265263255,14186.41797
4.290798441,14978.53223
4.315752839,14274.08301
4.34079469,14223.17676
4.366723656,12159.03613
4.391781023,12497.74902
4.416999904,10142.06152
4.441953507,24020.35352
4.467529105,10814.54883
4.49220782,12181.55957
4.517040923,38422.92578
4.541531506,16659.48828
4.566114139,16864.29102
4.590808073,14117.60254
4.615357804,13991.92969
4.64023437,11612.11719
4.665687807,11734.84863
4.690180237,20353.3125
4.715290689,13440.79981
4.740117422,15724.22754
4.765448788,16547.22266
4.791121073,15686.98438
4.816944273,14751.20508
4.842344339,18152.98633
4.867130891,16873.87891
4.891284072,53357.82031
4.915620938,16414.39453
4.939581155,13536.4082
4.963951356,19059.52344
4.988525704,16677.89453
5.013242757,17173.49219
5.038217039,14647.75098
5.063293488,13351.86133
5.088881623,10368.46875
5.113789756,10303.79688
5.138494956,11290.55859
5.163420204,13575.43848
5.188353454,12151.64356
5.212706056,19795.44531
5.237451787,12832.91992
5.261905304,12796.34668
5.285752522,17958.11133
5.310268556,15319.9375
5.33477654,12820.47461
5.358686021,20169.75391
5.382588473,19208.54883
5.406965223,10758.03223
5.43194547,14606.41406
5.456158971,14233.35645
5.480193805,16038.65918
5.504315789,18714.19336
5.528218356,15716.10742
5.552124921,19137.66602
5.576015205,16641.07422
5.600291589,20622.18555
5.62523334,17587.78125
5.650166554,15321.27832
5.674518672,18836.24219
5.698555874,13706.58398
5.722975154,37326.88281
5.746639891,23763.47266
5.771582722,15945.74609
5.795608738,35511.41016
5.819674137,16669.49414
5.843989455,14284.63086
5.868238405,13420.86523
5.892951539,15230.22754
5.917053889,13856.11719
5.940737139,13714.43164
5.965148106,20301.30469
5.989420707,17265.26758
6.013601724,15451.70117
6.037988006,12315.88965
6.062789241,18661.12305
6.087006139,17106.375
6.111110539,11149.05566
6.135265354,14231.02051
6.159400955,15361.49121
6.184149106,14539.12988
6.208176624,12880.09277
6.232041573,17296.45117
6.256095989,12411.57227
6.280631255,17041.58789
6.304881055,18909.55859
6.329009957,20228.27344
6.353361423,15963.80859
6.377251207,20635.14648
6.401489356,13554.11523
6.42576814,13227.6543
