CHROMATOGRAM,
hela10k11.raw,
Data points: 3159,
Time,Intensity
0.002317087,90462.78125
0.035936057,2408.981689
0.058947626,11691.73926
0.081991723,14584.86035
0.105362442,10849.15527
0.128796442,9687.609375
0.151760422,12381.30371
0.174747156,41451.17969
0.198125723,10820.86523
0.221157359,12919.90039
0.244416975,11131.79688
0.266842706,15102.03516
0.289755375,21640.0625
0.312956058,12529.49219
0.335326508,14057.07324
0.358306658,11715.66016
0.381534993,9807.996094
0.405018508,8307.370117
0.42797569,14880.66895
0.451269193,10471.66895
0.474625559,10531.62598
0.498027074,10889.8291
0.52153259,10681.51758
0.545162542,10361.46582
0.568354856,8700.079102
0.591789559,9931.293945
0.615105608,7499.349121
0.638277939,9243.308594
0.662260492,9353.108398
0.685721858,7802.96582
0.708404326,8637.878906
0.731996909,10540.0332
0.755253926,34543.92969
0.778543758,10816.28906
0.801709425,15904.69141
0.824909643,14048.12695
0.848397274,14906.83789
0.872355774,12625.37109
0.895313258,14233.61231
0.917839959,30165.32422
0.941056807,10768.40723
0.963886975,9223.805664
0.986896792,11962.46387
1.009863257,9148.386719
1.032906126,17871.38672
1.056378324,9553.010742
1.079556075,10360.09277
1.102609892,10815.7002
1.125725225,10417.47461
1.148859842,12184.05859
1.172504675,10000.35059
1.195986707,33043.12891
1.219068459,15470.08789
1.242870139,10624.85059
1.265428407,56154.68359
1.289406573,9559.426758
1.312276724,10802.5293
1.335178975,11664.08789
1.357975923,19790.21289
1.381043692,10405.33106
1.403905292,20907.82422
1.427040608,26199.95313
1.449982173,15456.68066
1.473512609,9010.875
1.497072358,11961.98438
1.520220593,9830.412109
1.543633774,10787.63574
1.567008089,10641.41211
1.590334176,10861.49023
1.613743157,19046.57813
1.637214541,7265.601563
1.66039764,9857.070313
1.683760924,7523.536621
1.706807839,13248.88672
1.730510143,11731.9375
1.753524708,24428.54102
1.776212823,14302.92676
1.799674443,14540.04004
1.823348557,8279.662109
1.847197774,17040.58789
1.870258259,9981.317383
1.893395157,9444.137695
1.916526476,9598.989258
1.939755193,39683.34766
1.962590872,36698.83594
1.985965641,12802.17676
2.00934739,11410.7666
2.032510109,11065.98535
2.055700742,16543.74609
2.078636109,22213.98047
2.101770357,14070.91016
2.125191358,10391.0166
2.148167073,9431.056641
2.171742442,9024.140625
2.194848191,7984.047852
2.217758842,7903.705078
2.24112364,10144.35059
2.264295156,42164.40234
2.287832975,9857.651367
2.31094379,10729.72949
2.334653424,12930.33691
2.358223457,8645.960938
2.381400191,10364.08594
2.404626691,15181.34082
2.428168856,11179.64941
2.451860173,9352.694336
2.474902709,10772.66309
2.497622076,8108.787598
2.52108579,9088.793945
2.54466234,7583.025391
2.567668525,9831.094727
2.591028773,9340.634766
2.614175657,10845.3584
2.637613073,9049.821289
2.660519774,11975.7627
2.683689109,10016.83984
2.706809289,10738.7168
2.730213308,13794.48828
2.753215157,12397.60352
2.777103276,9614.551758
2.800358541,10575.35938
2.82314004,9019.172852
2.846489659,12065.34766
2.870334942,10803.83594
2.89389764,11594.51563
2.91753114,11061.24707
2.941074291,12920.48242
2.964407026,11782.31152
2.98794064,9070.639648
3.012048391,10883.00586
3.035101389,26165.60938
3.058173807,28349.16211
3.081198409,13597.58203
3.103504025,37879.05078
3.126779722,18178.26563
3.149901822,32362.65625
3.173472726,10277.74902
3.197326091,12239.50781
3.220955057,10846.29688
3.244014974,13729.06934
3.266794589,16005.22754
3.289737307,15433.37598
3.313327089,14094.86426
3.336069357,11145.52832
3.359417907,11693.37598
3.383298941,23161.70898
3.406072091,21064.74219
3.429306475,37814.81641
3.452031159,12724.83984
3.475463509,19924.15039
3.498802323,11099.125
3.522009773,18370.82617
3.545347873,10814.85156
3.569386557,9437.673828
3.592868323,10906.19141
3.616697124,11674.13574
3.640770558,17077.31055
3.663915709,11545.93652
3.686962624,40448.64063
3.71049511,14178.4043
3.734331325,11460.09375
3.757982273,10886.36231
3.780950907,14428.57227
3.80394901,21603.05273
3.826834074,22535.97852
3.849574724,14488.61328
3.872186223,15721.70703
3.895929292,40593.46094
3.918941557,21003.99414
3.942077358,16609.83203
3.965082943,9094.106445
3.987895492,9670.579102
4.011731576,9202.951172
4.035366173,13007.49512
4.058425275,10752.54297
