CHROMATOGRAM,
hela10k09.raw,
Data points: 3303,
Time,Intensity
0.002317834,66295.59375
0.035937106,2150.61377
0.06115384,13737.02246
0.086632422,9654.483398
0.111356905,25376.35352
0.136752823,12499.7627
0.161495637,23489.19336
0.186845071,18642.71094
0.212288621,12934.41504
0.238218307,9084.709961
0.26417119,8480.696289
0.289955504,9777.03125
0.315191356,16590.81641
0.340481356,9577.337891
0.366255406,12737.56543
0.392816555,8833.620117
0.418627571,10299.48731
0.444663222,9731.827148
0.470035874,12084.92676
0.495464205,10063.35352
0.52208594,7420.666992
0.548316704,10337.5791
0.573490237,14632.01758
0.599050406,10892.71094
0.625041957,10515.6377
0.650063705,16314.51172
0.675906038,12286.04297
0.701110307,16692.44922
0.726761821,12917.7666
0.752858789,11321.52832
0.779151574,15621.63184
0.805289355,10462.81543
0.830715274,14139.80176
0.856902237,12144.32324
0.882030721,16962.34375
0.90784529,9730.746094
0.933733705,7999.518066
0.959409272,8127.793457
0.984951205,9842.378906
1.011215189,9016.384766
1.036965123,12016.08496
1.062659406,10967.19531
1.088211707,9999.481445
1.114609404,8925.197266
1.140602556,9444.521484
1.167176989,10972.29004
1.193485057,10115.11719
1.219351307,16356.02246
1.24512724,9644.616211
1.270810806,11825.64648
1.29697072,7757.227539
1.322079288,10032.2793
1.34763174,8150.419434
1.37309209,8807.31543
1.399004387,7426.564941
1.424684337,8338.106445
1.450027322,10185.13379
1.475292205,8900.241211
1.501109039,10148.83496
1.527362338,8332.137695
1.553631138,7249.602051
1.579425239,9831.413086
1.605763689,8957.783203
1.632411455,8146.051758
1.65803544,8524.804688
1.683774939,11245.41016
1.708952522,6360.141602
1.734301121,7182.529297
1.759475973,7979.125
1.785604007,6507.73584
1.812201356,6088.277344
1.837831206,7729.336426
1.863200974,8925.827148
1.88930664,6962.395996
1.913933507,10880.31543
1.939714407,11329.21387
1.966156005,10247.61133
1.991782104,11503.88379
2.017839522,7806.156738
2.04343599,8518.25293
2.068806087,8455.834961
2.094876471,7371.495117
2.120647807,14867.57031
2.146611773,9752.954102
2.172358806,9219.548828
2.198379806,14333.90723
2.224675806,10501.49512
2.250664305,10095.84863
2.277045404,12805.15039
2.303096838,9314.970703
2.328938456,8459.671875
2.354885689,8082.757813
2.380188921,9676.019531
