CHROMATOGRAM,
Hela10k01.raw,
Data points: 3143,
Time,Intensity
0.0023229,50735.125
0.036408153,5740.806152
0.071007072,5718.1875
0.105605721,7096.631836
0.151222053,9100.945313
0.185820956,7657.381836
0.220420189,8147.291992
0.255019088,6856.545898
0.289618539,9718.28125
0.324217172,10704.88379
0.358816607,7776.351074
0.39341609,9807.787109
0.421986806,16577.61914
0.456597637,9818.133789
0.49119687,10948.47363
0.525795987,10016.41504
0.560395288,10189.86426
0.592427857,13360.33106
0.625963238,11740.39746
0.660559721,9940.387695
0.695158787,10913.53516
0.723686587,20555.90234
0.756399837,12535.11914
0.788756223,13268.03418
0.822820273,11324.83691
0.854965257,12058.43066
0.889554305,11877.9541
0.922072072,12838.125
0.951101004,17090.45313
0.984267306,10938.81348
1.01478542,13399.20215
1.047497288,11873.83691
1.079293123,11858.4082
1.107759455,18215.7207
1.135231387,19445.37891
1.162460855,19246.04883
1.190927537,16437.50586
1.217430956,20166.29297
1.24520982,17621.58008
1.271810356,18251.06445
1.297731637,23003.52148
1.325638138,16171.29199
1.354273255,16365.2959
1.379174303,21146.01563
1.406814706,14291.80176
1.435271437,15388.67578
1.463395956,15319.93262
1.495183388,12327.73828
1.522815537,14663.19531
1.550588138,17513.86328
1.579253188,16515.70508
1.607042987,16516.75391
1.632542355,21959.86914
1.659126774,16067.38672
1.687888721,14747.24121
1.713708189,22365.49023
1.739105121,22539.32813
1.764418089,22848.42969
1.790000553,22850.89648
1.816467257,18294.07227
1.841362106,19724.30859
1.866889571,22835.61133
1.894828804,18402.83398
1.919572587,22744.28516
1.946015238,20850.73438
1.972978655,18386.55664
2.001035721,19434.95117
2.028473706,16758.40625
2.057746906,16343.36719
2.08341759,22988.02344
2.110679204,22854.8418
2.136735371,23393.58789
2.163115473,21781.91211
2.190802657,20437.57422
2.217355453,25477.44141
2.243644956,22371.36328
2.26984014,21368.31836
2.295930254,24097.48633
2.32190467,21232.60156
2.34849197,23271.36133
2.373962771,27600.44141
2.400700755,22861.4668
2.426582673,23966.87891
2.450001938,37213.65234
2.473833954,27912.68555
2.498604174,25531.40234
2.522669787,26949.88086
2.546319587,28982.52148
2.569915787,31639.2207
2.594582422,24198.21289
2.617757256,30891.83594
2.642263356,23837.88672
2.665482071,29348.13281
2.688994105,33406.67578
2.713889705,25840.20508
2.738615222,22975.17188
2.762761103,27280.0332
2.787799974,25511.82422
2.814111053,21037.65234
2.837414987,31304.26367
2.861673573,24842.48828
2.885039623,31358.16992
2.909454488,27903.00391
2.934505156,28661.75391
2.959413973,23680.79297
2.982641255,29422.33008
3.006528707,28659.09766
3.031523839,30186.48438
3.05550022,29280.59375
3.079954604,25591.67773
3.103543007,27283.2168
3.128528988,25080.72656
3.154166471,21283.39453
3.178067973,25325.67969
3.202793021,24563.0332
3.226829989,23198.5957
3.251131105,25626.52734
3.277328804,21803.14648
3.300248638,31723.29688
3.324797788,31896.21289
3.349658989,26271.49023
3.373349638,25718.01758
3.398179022,27880.94922
3.42412089,24908.89453
3.448104456,25171.33594
3.472143506,27098.74023
3.496710423,25431.77734
3.520753005,27477.99805
3.543627488,29450.41016
3.567536755,30060.07031
3.591944237,24962.58984
3.615735621,27838.07813
3.641131555,20702.55664
3.666977572,24779.54492
3.691648256,24193.15039
3.715949121,32099.15039
3.739816589,28009.44141
3.763354305,31831.52344
3.786969021,29568.31836
3.811289171,25486.11133
3.836286206,33256.76172
3.859122772,32510.44141
3.883305104,27873.30859
3.907415973,29367.80469
3.93023314,37368.87891
3.95341519,32785.46875
3.977009455,32256.59766
4.000769773,33671.15234
4.023999154,34993.4375
4.04909979,31713.0293
4.073926607,30283.7793
4.09675097,35452.39844
4.12154469,31786.48438
4.144594005,39059.58203
4.167085722,40196.55859
4.189322006,36664.22656
4.211816704,40360.92188
4.234911723,38548.12109
4.257042022,44443.15625
4.278847555,40522.28906
4.301804423,44099.38672
4.324532905,41497.89453
4.347523387,41145.85938
4.370265873,40912.72266
4.391922255,44892.32422
4.415209805,38903.97656
4.438111304,35883.85156
4.460467588,36682.75391
4.482670072,46385.51563
4.505170706,41636.59375
4.52857532,32811.26172
4.552342203,41143.63281
4.576678089,32271.61133
4.599827821,38887.17188
4.621605256,45447.03125
4.644212889,40068.94531
4.665603923,49664.6875
4.687223605,44933.82813
4.70918314,43173.57813
4.731312723,43419.05469
4.752662956,47508.54297
4.774596488,44466.91797
4.796372421,47905.46094
4.818817706,33751.6875
4.84032752,47097.98047
4.862103072,44141.125
4.883933738,47559.83203
4.906728871,37718.30469
4.928374639,41787.89844
4.950038822,40954.52344
4.972473203,42656.54297
4.994345505,41487.24219
5.016786539,38961.55078
5.038862104,37476.61719
5.05980364,46099.95703
5.081078306,56560.58203
5.10278472,39484.5
5.124208203,43123.99219
5.146031423,41494.44141
5.178702771,38596.86328
5.20037767,49760.86328
5.222412772,40953.17578
5.244609804,34678
5.267051422,38667.77734
5.289350723,43401.05859
5.311830337,42846.23047
5.334077671,39453.23047
5.356340837,34145.30078
5.378221706,37672.38672
5.399801937,39610.1875
5.421587137,36588.40625
5.443094054,37976.15234
5.465827989,38032.77344
5.487145256,38201.72266
5.508830439,35880.45703
5.530765104,38200.40625
5.552588673,42794.85547
5.574076123,38514.44531
5.596188974,40292.60938
5.617886022,42151.02734
5.639872757,44653.47266
5.661506672,42887.66016
5.683408554,42568.42969
5.70560644,42189.40234
5.728119337,43797.02734
5.749688338,47349.67578
5.771640622,48348.17188
5.793559237,43470.74219
5.816030573,40720.98438
5.837566621,48487.33984
5.859394256,45601.8125
5.88120737,48919.52734
5.90227272,47142.89844
5.923809305,44632.63672
5.945324607,46007.73047
5.967975604,49962.09766
5.989562674,51526.67969
6.011235638,53059.42578
6.033092856,46312.55859
6.055280589,47451.69531
6.087213039,51534.33203
6.108391471,51387.24219
6.12994242,49920.01563
6.152388457,44489.70703
6.173476155,56051.76172
6.194920654,54210.35938
6.21647944,53231.17188
6.238012106,50564.5625
6.260403223,59111.625
6.28172932,46652.75781
6.303384788,52369.57031
6.324953639,55530.92578
6.345808557,49445.60938
6.36681464,54522.64453
6.399319871,50552.91406
6.420473356,53027.0625
6.442153457,49807.96094
6.463782938,53908.51953
6.484372921,54556.60547
6.505342622,62474.53125
6.526425623,59188.59375
6.548055807,49494.125
6.569513356,57406.46484
6.590304004,52268.45703
6.61193842,54554.39844
6.63380204,54186.48438
6.655041221,56219.03516
6.676466973,57553.17578
6.709052538,57339.12891
6.730549422,54344.44922
6.751544737,59564.34766
6.77246474,62288.71484
6.793269622,61715.35547
6.814271922,60272.03125
6.835447557,52843.39063
6.856285222,58547.23828
6.877316788,61118.32031
6.89807794,56344.39063
6.91868809,53309.625
6.939768238,58702.05078
6.961148754,54223.03906
6.982755287,50802.26953
7.015153423,54411.57031
7.036283989,50827.05469
7.056813553,56648.61328
7.07796322,55131.60938
7.099350122,56192.00781
7.12026534,55253.50391
7.141506472,50764.08203
7.162946788,54438.13672
7.184423772,68645.65625
7.204825154,54380.92969
7.225641989,65550.04688
7.246877304,65279.64063
7.267496804,57368.83594
7.288203839,52094.98438
7.32017794,63616.35156
7.341090023,61526.26172
7.362691406,66989.3125
7.383562238,56049.39844
7.405381854,59905.75
7.426205503,55037.28906
7.447667606,52452.58203
7.468753337,56513.01953
7.490317805,57781.51172
7.511904839,57889.74609
7.533182954,52543.01953
7.554674307,56382.98047
7.575475907,59264.1875
7.596306073,55992.48047
7.628202656,64006.07813
7.64862709,64536.03906
7.669214737,58808.47656
7.689762989,60778.63672
7.709903057,64570.61328
7.731177389,53662.29297
7.752522321,60977.52734
7.773373055,74542.16406
7.793912621,61360.03125
7.814400104,72603.20313
7.834758654,66692.46875
7.855161754,66527.33594
7.875403606,69644.82813
7.895787123,66600.07813
7.927351172,68027.50781
7.948016337,60700.73047
7.967940322,77110.32813
7.988132389,84433.53906
8.008539354,81865.53906
8.029309105,69599.39844
8.049985571,67101.72656
8.070646138,70353.74219
8.090903854,74430.11719
8.111309838,82923.35156
8.13175799,79896.78125
8.152241404,90732.03125
8.172960289,73020.04688
8.193406704,82445.76563
8.224009088,67387.92188
8.244124424,68992.25781
8.264116422,82845.10156
8.284098505,77533.46094
8.304058305,70964.6875
8.324128253,88566.40625
8.344672624,76877.49219
8.364776539,61669.55859
8.385056288,72569.57813
8.405413607,79789.5
8.426098938,65835.10938
8.44617559,78101.36719
8.466197903,86169.67188
8.486347639,87605.32031
8.517309538,77591.53906
8.537517638,74821.59375
8.55762087,79705.4375
8.577998423,88798.32031
8.598307656,71064.4375
8.622865505,64989.15625
8.650094906,30188.43945
8.677183905,24510.3457
8.707066273,22407.59766
8.736083507,21862.95898
8.76550637,18470.74414
8.792898754,19747.57617
8.823821421,19424.08594
8.854278603,17557.73242
8.883291987,19907.28125
8.910500438,19473.51563
8.938864489,19456.99414
8.968203039,17764.14648
8.999108171,16087.69434
9.027409489,18812.03125
9.05685317,17687.95117
9.087083406,16011.83691
9.115684389,19061.05664
9.146760956,15339.53418
9.176889653,16951.01563
9.205509706,18021.80859
9.233355239,21476.96094
9.263760371,17362.49414
9.292752607,17166.50391
9.31965984,19549.35352
9.34902724,15744.69238
9.379624155,17993.10547
9.409777772,15184.97754
9.43739109,19426.81445
9.467814238,16373.09668
9.497509737,17289.55664
9.527470489,17389.27539
9.55548187,17183.23047
9.584580937,16535.93164
9.61422164,16968.875
9.643413122,16686.76172
9.67716399,15889.99219
9.708913572,16353.80859
9.73855979,17280.75195
9.768459506,16313.19336
9.796764274,17889.68555
9.825421837,18410.49414
9.851894406,18187.72656
9.882639439,15964.15137
9.909328806,18868.10547
9.939288639,18431.84961
9.970180288,16601.61914
9.996268856,18971.83984
10.02689277,17219.24609
10.05531672,17991.28906
10.08592662,17898.56836
10.11261365,18696.69141
10.14259517,17620.23242
10.17246077,16601.76172
10.20256564,16978.29102
10.23181784,18181.54883
10.2664142,14678.06152
10.2999975,14836.13574
10.32983844,18969.08789
10.36442862,13884.12793
10.39657592,17192.74414
10.43117707,16056.15527
10.46302576,17712.91211
10.49227719,15447.29785
10.51985675,21193.48828
10.54363182,23691.23047
10.56572414,22312.49219
10.58740009,21925.19336
10.60848155,24160.05859
10.62873716,29580.01563
10.64973867,27034.5625
10.6704096,44850.08594
10.69107706,25848.58984
10.71187667,32144.44727
10.73290224,28419.27148
