CHROMATOGRAM,
hela10k05.raw,
Data points: 3289,
Time,Intensity
0.002322765,41414.21875
0.036008488,7143.959961
0.06346259,13308.51465
0.090990288,14405.33106
0.11758064,16480.80078
0.145572157,26963.58008
0.17260969,20098.71484
0.199605707,15668.67773
0.226755288,20562.85547
0.254214791,16142.94531
0.281964973,14611.54981
0.308799906,28583.44727
0.335705458,19203.42383
0.363049208,15796.84961
0.390242473,22811.53125
0.417184889,14282.19434
0.444718205,13316.92676
0.472272872,18658.88281
0.499987089,14455.16211
0.527089758,13684.55566
0.554582988,32128.9043
0.581440222,21228.7168
0.60807919,31421.64453
0.635525675,14652.32422
0.662952891,14401.97754
0.69031949,14951.43652
0.717672073,18774.87891
0.744645205,20100.63477
0.771862955,33504.36719
0.799791522,13129.1709
0.826594757,34182.30078
0.853687858,16475.34961
0.880425389,16568.31055
0.907912122,17440.08008
0.935376655,18051.47656
0.963090105,14385.16895
0.990534039,20113.92578
1.018212341,18810.07422
1.045126175,22746.70703
1.073611008,17354.02734
1.101350088,16495.2207
1.129871888,12691.97656
1.15754009,13094.58398
1.183513505,23049.06836
1.210072175,21126.69531
1.237983305,25058.27148
1.264794341,14263.06641
1.29284584,14586.49902
1.320696222,13865.57813
1.34861894,18926.78711
1.376574408,17900.00586
1.40444769,16200.05762
1.432711255,12410.61133
1.459888457,14769.52637
1.486871321,32314.4668
1.51405934,26033.49609
1.541452574,29296.50977
1.56844379,33254.48047
1.596300589,22390.19922
1.623828506,14081.23438
1.650853458,36767.87891
1.678370074,40291.36328
1.706232241,12846.03418
1.733642673,12352.06348
1.761536089,13557.05957
1.789303942,37247.70313
1.816354473,19571.27539
1.842983972,21608.2168
1.871461291,13282.08691
1.899305557,14339.87793
1.926454074,70568.57813
1.955375806,11992.70508
1.982318242,28797.77148
2.009940039,19097.52539
2.037252406,13553.62012
2.065275172,12494.68848
2.09239869,27019.06836
2.120370308,19493.94727
2.148576791,14266.94141
2.175377773,23642.55859
2.202967174,17931.54297
2.230483873,14115.00488
2.257663905,13995.0459
2.285380391,12993.1709
2.312808092,18008.78711
2.340210922,13064.34473
2.367434505,35773.07813
2.394677074,15600.22949
2.422963638,12561.85547
2.451156675,11670.0791
2.479325341,11729.10059
2.507741458,14773.31152
2.53491489,13800.14746
2.560876488,16017.22266
2.588694758,12736.28027
2.617170691,11987.80371
2.644919872,13685.09277
2.673396706,12109.87891
2.701187058,12090.55859
2.72865674,18771.70313
2.757531638,13848.44531
2.785713139,43316.40625
2.813854324,11468.93066
2.842690757,20491.77539
2.871076889,11079.35449
2.898580741,21712.32422
2.925100238,19837.31055
2.953556306,10763.31348
2.981715007,23471.13867
3.010628072,12578.90918
3.039075771,11226.69434
3.06710259,11361.76563
3.094970472,14331.52246
3.123213906,12135.4082
3.151588721,12235.92969
3.179202774,12344.0459
3.206922105,13884.19336
3.235342522,12957.90234
3.261878772,16119.10254
3.289708423,12637.38574
3.317623555,25286.5625
3.344161923,14598.99902
3.372215807,14160.04785
3.400088941,13138.29981
3.428300038,18365.70898
3.456473072,15356.0957
3.484254642,16731.48828
3.512689908,11542.03418
3.541216889,15268.67969
3.568986574,12405.31836
3.596923088,12657.30078
3.624675957,12594.4043
3.653166023,11287.5127
3.681522639,12130.17481
3.709280005,12028.99316
3.737019292,14017.70606
3.764977474,11786.58789
3.792407341,13446.82422
3.820075038,12487.60156
3.847883291,13078.74609
3.875165088,21518.70898
3.902650757,13188.07422
3.930546207,13171.35449
3.958799957,11870.46973
3.987529007,11380.4502
4.015341373,18461.03125
4.044591275,10103.04883
4.073599155,12284.97363
4.102053272,10637.21094
4.128865575,13341.42578
4.155712524,15441.06445
4.182742456,16567.40625
4.211329241,15497.05762
4.239139874,11935.77344
4.267261071,11831.83106
4.294350023,14771.46973
4.321995174,17207.46094
4.349040325,21781.50391
4.376546938,15664.125
4.404011873,12458.45801
4.431021189,16419.19922
4.458364339,11986.88574
4.485480057,13698.17383
4.513130291,10691.4375
4.54057689,11695.25195
4.569035688,11045.16309
4.596133839,14355.59766
4.623947508,19190.23047
4.651591805,12686.15527
4.678885805,11909.56738
4.706332456,12670.70898
4.732864089,13336.82031
4.760043374,12545.94824
4.78695209,12421.00391
4.813458557,14328.6582
4.839922555,13436.78223
4.866932972,14748.26465
4.894424791,19202.14648
4.921378139,12729.87598
4.947918208,15034.03906
4.975103441,12797.1377
5.002366641,13055.1582
5.028350257,14537.68359
5.055299091,13336.69922
5.082400691,13555.3916
5.109436742,11605.50098
5.136364408,12837.9502
5.162872024,15092.27441
5.189677373,16055.46387
5.216101371,13937.54199
5.243222741,14397.67871
5.270943641,12766.24414
5.297967091,13428.53418
5.325830888,10679.14063
5.352612125,12969.38477
5.379797756,12984.37695
5.407010507,11451.69629
5.434701374,11464.21387
5.461461023,12923.50684
5.488392356,16307.2207
5.515008155,23917.49609
5.54099214,14543.81152
5.566846541,14966.78711
5.592976355,13118.5791
5.619551157,14065.51953
5.646387608,14066.53809
5.672707875,13551.32617
5.698984308,13236.75586
5.725642907,12698.00684
5.751997407,12716.75586
5.778851322,13780.58691
5.805524905,16169.39648
5.831201207,15434.45703
5.857876956,14138.83691
5.884431322,12898.11133
5.910664907,13077.79102
5.936800555,14382.45996
5.962598339,14164.97363
5.988461839,27237.14648
6.01453704,13983.58887
6.040468088,15333.0918
6.068320055,16496.02148
6.095950007,11771.33496
6.121509388,14488.01856
6.147713239,37096.14453
6.173567207,15559.31152
6.198958257,13426.8584
6.223967806,17149.4707
6.250865641,12191.75098
6.276465622,14787.75195
6.301988108,17084.95117
6.32849059,13834.77832
6.354375191,13452.71484
6.380527122,22494.22266
6.406678422,13431.60547
6.432983938,13764.76758
