#"+ BPC Scan stir_50nm_sp-r010.d "
#Point,X(Minutes),Y(Counts)
0,0.056,1039
1,0.072,1163
2,0.089,758
3,0.105,1074
4,0.122,1599
5,0.139,1081
6,0.155,671
7,0.172,1071
8,0.189,752
9,0.205,708
10,0.222,991
11,0.239,746
12,0.255,731
13,0.272,886
14,0.288,720
15,0.305,608
16,0.322,674
17,0.338,509
18,0.355,677
19,0.372,985
20,0.388,1412
21,0.405,1142
22,0.421,1259
23,0.438,1123
24,0.455,765
25,0.471,705
26,0.488,903
27,0.505,542
28,0.521,835
29,0.538,977
30,0.555,510
31,0.571,633
32,0.588,833
33,0.604,729
34,0.621,588
35,0.638,534
36,0.654,566
37,0.671,548
38,0.688,697
39,0.704,531
40,0.721,564
41,0.738,565
42,0.754,867
43,0.771,495
44,0.787,825
45,0.804,465
46,0.821,692
47,0.837,518
48,0.854,510
49,0.871,510
50,0.887,510
51,0.904,608
52,0.920,537
53,0.937,765
54,0.954,811
55,0.970,459
56,0.987,510
57,1.004,516
58,1.020,522
59,1.037,510
60,1.054,565
61,1.070,551
62,1.087,1208
63,1.103,756
64,1.120,510
65,1.137,761
66,1.153,599
67,1.170,546
68,1.187,705
69,1.203,704
70,1.220,495
71,1.237,507
72,1.253,486
73,1.270,457
74,1.286,510
75,1.303,537
76,1.320,510
77,1.336,471
78,1.353,510
79,1.370,384
80,1.386,514
81,1.403,520
82,1.419,623
83,1.436,510
84,1.453,685
85,1.469,421
86,1.486,510
87,1.503,497
88,1.519,675
89,1.536,617
90,1.553,547
91,1.569,688
92,1.586,451
93,1.602,510
94,1.619,839
95,1.636,510
96,1.652,719
97,1.669,510
98,1.686,687
99,1.702,510
100,1.719,573
101,1.736,503
102,1.752,499
103,1.769,731
104,1.785,426
105,1.802,748
106,1.819,459
107,1.835,588
108,1.852,528
109,1.869,698
110,1.885,449
111,1.902,549
112,1.918,516
113,1.935,598
114,1.952,510
115,1.968,510
116,1.985,510
117,2.002,417
118,2.018,535
119,2.035,463
120,2.052,645
121,2.068,471
122,2.085,575
123,2.101,510
124,2.118,757
125,2.135,590
126,2.151,467
127,2.168,425
128,2.185,510
129,2.201,490
130,2.218,638
131,2.235,733
132,2.251,455
133,2.268,510
134,2.284,529
135,2.301,510
136,2.318,643
137,2.334,496
138,2.351,711
139,2.368,510
140,2.384,512
141,2.401,442
142,2.417,576
143,2.434,425
144,2.451,544
145,2.467,442
146,2.484,510
147,2.501,570
148,2.517,453
149,2.534,607
150,2.551,510
151,2.567,510
152,2.584,525
153,2.600,644
154,2.617,566
155,2.634,476
156,2.650,635
157,2.667,403
158,2.684,510
159,2.700,434
160,2.717,510
161,2.734,575
162,2.750,467
163,2.767,559
164,2.783,510
165,2.800,600
166,2.817,510
167,2.833,573
168,2.850,569
169,2.867,510
170,2.883,517
171,2.900,440
172,2.916,510
173,2.933,486
174,2.950,720
