#"+ BPC Scan nostir_75um_sp-r010.d "
#Point,X(Minutes),Y(Counts)
0,0.062,366
1,0.078,381
2,0.095,274
3,0.112,344
4,0.128,374
5,0.145,450
6,0.162,326
7,0.178,375
8,0.195,298
9,0.211,324
10,0.228,431
11,0.245,580
12,0.261,272
13,0.278,330
14,0.295,448
15,0.311,315
16,0.328,335
17,0.344,376
18,0.361,362
19,0.378,332
20,0.394,378
21,0.411,279
22,0.428,326
23,0.444,402
24,0.461,378
25,0.478,396
26,0.494,289
27,0.511,559
28,0.527,288
29,0.544,323
30,0.561,444
31,0.577,310
32,0.594,478
33,0.611,521
34,0.627,347
35,0.644,458
36,0.661,405
37,0.677,460
38,0.694,491
39,0.710,458
40,0.727,308
41,0.744,456
42,0.760,563
43,0.777,520
44,0.794,304
45,0.810,643
46,0.827,510
47,0.843,442
48,0.860,308
49,0.877,355
50,0.893,348
51,0.910,394
52,0.927,523
53,0.943,338
54,0.960,407
55,0.977,323
56,0.993,371
57,1.010,291
58,1.026,314
59,1.043,346
60,1.060,299
61,1.076,410
62,1.093,346
63,1.110,458
64,1.126,403
65,1.143,422
66,1.159,370
67,1.176,310
68,1.193,332
69,1.209,415
70,1.226,456
71,1.243,511
72,1.259,347
73,1.276,418
74,1.293,455
75,1.309,461
76,1.326,464
77,1.342,300
78,1.359,368
79,1.376,400
80,1.392,368
81,1.409,380
82,1.426,292
83,1.442,296
84,1.459,398
85,1.476,333
86,1.492,393
87,1.509,404
88,1.525,316
89,1.542,426
90,1.559,358
91,1.575,503
92,1.592,370
93,1.609,432
94,1.625,332
95,1.642,469
96,1.658,364
97,1.675,341
98,1.692,341
99,1.708,402
100,1.725,397
101,1.742,335
102,1.758,355
103,1.775,363
104,1.792,327
105,1.808,729
106,1.825,449
107,1.841,503
108,1.858,523
109,1.875,324
110,1.891,407
111,1.908,379
112,1.925,398
113,1.941,345
114,1.958,446
115,1.975,401
116,1.991,349
117,2.008,326
118,2.024,378
119,2.041,431
120,2.058,360
121,2.074,345
122,2.091,437
123,2.108,398
124,2.124,340
125,2.141,394
126,2.157,561
127,2.174,316
128,2.191,325
129,2.207,392
130,2.224,301
131,2.241,348
132,2.257,510
133,2.274,348
134,2.291,403
135,2.307,598
136,2.324,357
137,2.340,414
138,2.357,424
139,2.374,459
140,2.390,335
141,2.407,442
142,2.424,373
143,2.440,417
144,2.457,496
145,2.474,553
146,2.490,452
147,2.507,509
148,2.523,341
149,2.540,446
150,2.557,385
151,2.573,656
152,2.590,418
153,2.607,381
154,2.623,424
155,2.640,510
156,2.656,334
157,2.673,343
158,2.690,361
159,2.706,367
160,2.723,389
161,2.740,373
162,2.756,494
163,2.773,350
164,2.790,576
165,2.806,406
166,2.823,420
167,2.839,465
168,2.856,356
169,2.873,436
170,2.889,296
171,2.906,327
172,2.923,368
173,2.939,324
174,2.956,401
175,2.973,330
176,2.989,316
177,3.006,335
178,3.022,369
179,3.039,492
180,3.056,424
181,3.072,420
182,3.089,438
183,3.106,576
184,3.122,354
185,3.139,326
186,3.155,359
187,3.172,384
188,3.189,494
189,3.205,386
190,3.222,296
191,3.239,423
192,3.255,296
193,3.272,336
194,3.289,553
195,3.305,281
196,3.322,392
197,3.338,335
198,3.355,428
199,3.372,556
200,3.388,362
201,3.405,406
202,3.422,323
203,3.438,694
204,3.455,467
205,3.472,406
206,3.488,416
207,3.505,336
208,3.521,432
209,3.538,466
210,3.555,462
211,3.571,399
212,3.588,321
213,3.605,479
214,3.621,347
215,3.638,550
216,3.654,349
217,3.671,375
218,3.688,409
219,3.704,377
220,3.721,359
221,3.738,397
222,3.754,395
223,3.771,440
224,3.788,372
225,3.804,304
226,3.821,510
227,3.837,310
228,3.854,398
229,3.871,409
230,3.887,411
231,3.904,338
232,3.921,552
233,3.937,378
234,3.954,322
235,3.971,637
236,3.987,331
237,4.004,504
238,4.020,403
239,4.037,390
240,4.054,328
241,4.070,425
242,4.087,366
243,4.104,451
244,4.120,434
245,4.137,480
246,4.153,503
247,4.170,376
248,4.187,655
249,4.203,337
250,4.220,328
251,4.237,357
252,4.253,720
253,4.270,503
254,4.287,543
255,4.303,505
256,4.320,471
257,4.337,386
258,4.353,482
259,4.370,459
260,4.386,567
261,4.403,608
262,4.420,385
263,4.436,489
264,4.453,399
265,4.470,475
266,4.486,310
267,4.503,481
268,4.519,505
269,4.536,386
270,4.553,342
271,4.569,365
272,4.586,436
273,4.603,306
274,4.619,510
275,4.636,319
276,4.653,511
277,4.669,493
278,4.686,404
279,4.702,305
280,4.719,389
281,4.736,328
282,4.752,322
283,4.769,293
284,4.786,464
285,4.802,461
286,4.819,510
287,4.836,373
288,4.852,307
289,4.869,416
290,4.885,277
291,4.902,451
292,4.919,428
293,4.935,415
294,4.952,510
295,4.969,377
296,4.985,375
297,5.002,393
298,5.018,467
299,5.035,353
300,5.052,583
301,5.068,501
302,5.085,368
303,5.102,510
304,5.118,371
305,5.135,373
306,5.152,394
307,5.168,523
308,5.185,492
309,5.201,350
310,5.218,355
311,5.235,305
312,5.251,610
313,5.268,418
314,5.285,657
315,5.301,371
316,5.318,395
317,5.335,576
318,5.351,364
319,5.368,398
320,5.384,375
321,5.401,333
322,5.418,538
323,5.434,326
324,5.451,335
325,5.468,474
326,5.484,378
327,5.501,389
328,5.517,525
329,5.534,361
330,5.551,452
331,5.567,514
332,5.584,306
333,5.601,396
334,5.617,358
335,5.634,478
336,5.651,641
337,5.667,326
338,5.684,408
339,5.700,471
340,5.717,557
341,5.734,368
342,5.750,477
343,5.767,323
344,5.784,433
345,5.800,408
346,5.817,421
347,5.834,510
348,5.850,375
349,5.867,437
350,5.883,353
351,5.900,360
352,5.917,310
353,5.933,574
354,5.950,348
355,5.967,342
356,5.983,388
357,6.000,366
358,6.016,489
359,6.033,336
360,6.050,348
361,6.066,349
362,6.083,383
363,6.100,439
364,6.116,391
365,6.133,424
366,6.150,401
367,6.166,547
368,6.183,442
369,6.199,510
370,6.216,332
371,6.233,474
372,6.249,421
373,6.266,460
374,6.283,428
375,6.299,426
376,6.316,400
377,6.333,603
378,6.349,510
379,6.366,378
380,6.382,518
381,6.399,386
382,6.416,470
383,6.432,532
384,6.449,508
385,6.466,452
386,6.482,492
387,6.499,524
388,6.515,534
389,6.532,519
390,6.549,513
391,6.565,528
392,6.582,521
393,6.599,588
394,6.615,637
395,6.632,686
396,6.649,802
397,6.665,787
398,6.682,686
399,6.698,998
400,6.715,847
401,6.732,765
402,6.748,765
403,6.765,831
404,6.782,768
405,6.798,595
406,6.815,715
407,6.832,827
408,6.848,779
409,6.865,786
410,6.881,773
411,6.898,883
412,6.915,777
413,6.931,700
414,6.948,620
415,6.965,940
416,6.981,743
417,6.998,650
418,7.014,593
419,7.031,556
420,7.048,548
421,7.064,644
422,7.081,573
423,7.098,584
424,7.114,523
425,7.131,510
426,7.148,531
427,7.164,519
428,7.181,510
429,7.197,541
430,7.214,510
431,7.231,510
432,7.247,559
433,7.264,510
434,7.281,425
435,7.297,526
436,7.314,448
437,7.331,510
438,7.347,397
439,7.364,510
440,7.380,520
441,7.397,506
442,7.414,498
443,7.430,397
444,7.447,512
445,7.464,510
446,7.480,345
447,7.497,411
448,7.513,431
449,7.530,475
450,7.547,576
451,7.563,324
452,7.580,518
453,7.597,395
454,7.613,470
455,7.630,426
456,7.647,379
457,7.663,417
458,7.680,372
459,7.696,510
460,7.713,385
461,7.730,364
462,7.746,366
463,7.763,325
464,7.780,349
465,7.796,326
466,7.813,454
467,7.830,495
468,7.846,467
469,7.863,367
470,7.879,446
471,7.896,406
472,7.913,510
473,7.929,386
474,7.946,415
475,7.963,303
476,7.979,431
477,7.996,411
478,8.012,421
479,8.029,348
480,8.046,353
481,8.062,300
482,8.079,459
483,8.096,510
484,8.112,351
485,8.129,627
486,8.146,494
487,8.162,525
488,8.179,510
489,8.195,779
490,8.212,712
491,8.229,895
492,8.245,930
493,8.262,1342
494,8.279,1284
495,8.295,1548
496,8.312,1528
497,8.329,1647
498,8.345,1761
499,8.362,1617
500,8.378,1446
501,8.395,1690
502,8.412,2194
503,8.428,2268
504,8.445,2115
505,8.462,1878
506,8.478,1587
507,8.495,2227
508,8.511,1974
509,8.528,1566
510,8.545,1343
511,8.561,1707
512,8.578,2054
513,8.595,1704
514,8.611,1674
515,8.628,1592
516,8.645,1730
517,8.661,1807
518,8.678,1889
519,8.694,1779
520,8.711,1404
521,8.728,1218
522,8.744,1285
523,8.761,1428
524,8.778,1164
525,8.794,1454
526,8.811,1245
527,8.827,1395
528,8.844,1221
529,8.861,1194
530,8.877,996
531,8.894,1091
532,8.911,1447
533,8.927,1699
534,8.944,1092
535,8.961,1174
536,8.977,859
537,8.994,922
538,9.010,890
539,9.027,1019
540,9.044,1705
541,9.060,896
542,9.077,1020
543,9.094,1242
544,9.110,991
545,9.127,960
546,9.144,806
547,9.160,931
548,9.177,773
549,9.193,1080
550,9.210,895
551,9.227,982
552,9.243,867
553,9.260,925
554,9.277,1368
555,9.293,809
556,9.310,928
557,9.326,1138
558,9.343,794
559,9.360,750
560,9.376,719
561,9.393,746
562,9.410,1110
563,9.426,668
564,9.443,687
565,9.460,757
566,9.476,708
567,9.493,769
568,9.509,801
569,9.526,562
570,9.543,666
571,9.559,673
572,9.576,834
573,9.593,713
574,9.609,678
575,9.626,825
576,9.643,931
577,9.659,687
578,9.676,600
579,9.692,588
580,9.709,762
581,9.726,744
582,9.742,581
583,9.759,801
584,9.776,538
585,9.792,721
586,9.809,709
587,9.825,561
588,9.842,736
589,9.859,628
590,9.875,724
591,9.892,587
592,9.909,748
593,9.925,575
594,9.942,634
595,9.959,744
596,9.975,526
597,9.992,697
598,10.008,654
599,10.025,669
600,10.042,626
601,10.058,652
602,10.075,587
603,10.092,726
604,10.108,910
605,10.125,661
606,10.142,654
