#"+ BPC Scan nostir_75um_sp-r007.d "
#Point,X(Minutes),Y(Counts)
0,0.063,475
1,0.080,381
2,0.097,309
3,0.113,539
4,0.130,327
5,0.147,282
6,0.163,365
7,0.180,315
8,0.196,338
9,0.213,394
10,0.230,314
11,0.246,379
12,0.263,386
13,0.280,327
14,0.296,318
15,0.313,295
16,0.330,311
17,0.346,328
18,0.363,277
19,0.379,318
20,0.396,276
21,0.413,325
22,0.429,296
23,0.446,363
24,0.463,542
25,0.479,376
26,0.496,274
27,0.512,330
28,0.529,340
29,0.546,336
30,0.562,375
31,0.579,320
32,0.596,290
33,0.612,282
34,0.629,495
35,0.646,545
36,0.662,316
37,0.679,316
38,0.695,461
39,0.712,291
40,0.729,310
41,0.745,471
42,0.762,331
43,0.779,331
44,0.795,301
45,0.812,321
46,0.829,314
47,0.845,342
48,0.862,326
49,0.878,299
50,0.895,335
51,0.912,318
52,0.928,300
53,0.945,324
54,0.962,358
55,0.978,339
56,0.995,281
57,1.011,293
58,1.028,308
59,1.045,398
60,1.061,355
61,1.078,399
62,1.095,400
63,1.111,346
64,1.128,320
65,1.145,360
66,1.161,288
67,1.178,344
68,1.194,307
69,1.211,316
70,1.228,321
71,1.244,298
72,1.261,292
73,1.278,308
74,1.294,282
75,1.311,305
76,1.328,333
77,1.344,261
78,1.361,287
79,1.377,335
80,1.394,400
81,1.411,353
82,1.427,297
83,1.444,463
84,1.461,284
85,1.477,410
86,1.494,318
87,1.510,320
88,1.527,363
89,1.544,329
90,1.560,287
91,1.577,354
92,1.594,433
93,1.610,331
94,1.627,276
95,1.644,310
96,1.660,300
97,1.677,386
98,1.693,332
99,1.710,332
100,1.727,266
101,1.743,393
102,1.760,352
103,1.777,423
104,1.793,330
105,1.810,341
106,1.827,342
107,1.843,322
108,1.860,284
109,1.876,391
110,1.893,352
111,1.910,377
112,1.926,318
113,1.943,335
114,1.960,510
115,1.976,335
116,1.993,296
117,2.009,347
118,2.026,544
119,2.043,368
120,2.059,280
121,2.076,276
122,2.093,331
123,2.109,332
124,2.126,353
125,2.143,325
126,2.159,293
127,2.176,284
128,2.192,352
129,2.209,292
130,2.226,379
131,2.242,296
132,2.259,324
133,2.276,297
134,2.292,407
135,2.309,374
136,2.326,272
137,2.342,280
138,2.359,295
139,2.375,267
140,2.392,290
141,2.409,303
142,2.425,359
143,2.442,308
144,2.459,414
145,2.475,310
146,2.492,307
147,2.508,312
148,2.525,301
149,2.542,334
150,2.558,306
151,2.575,342
152,2.592,271
153,2.608,307
154,2.625,373
155,2.642,289
156,2.658,395
157,2.675,395
158,2.691,337
159,2.708,390
160,2.725,404
161,2.741,293
162,2.758,352
163,2.775,365
164,2.791,359
165,2.808,290
166,2.825,344
167,2.841,288
168,2.858,370
169,2.874,335
170,2.891,352
171,2.908,340
172,2.924,335
173,2.941,314
174,2.958,414
175,2.974,305
176,2.991,357
177,3.007,519
178,3.024,407
179,3.041,395
180,3.057,321
181,3.074,292
182,3.091,289
183,3.107,304
184,3.124,302
185,3.141,510
186,3.157,349
187,3.174,287
188,3.190,338
189,3.207,281
190,3.224,425
191,3.240,316
192,3.257,297
193,3.274,286
194,3.290,307
195,3.307,308
196,3.324,381
197,3.340,362
198,3.357,288
199,3.373,271
200,3.390,383
201,3.407,568
202,3.423,319
203,3.440,352
204,3.457,279
205,3.473,296
206,3.490,296
207,3.506,342
208,3.523,348
209,3.540,346
210,3.556,295
211,3.573,311
212,3.590,352
213,3.606,315
214,3.623,279
215,3.640,279
216,3.656,300
217,3.673,374
218,3.689,347
219,3.706,284
220,3.723,282
221,3.739,382
222,3.756,323
223,3.773,327
224,3.789,354
225,3.806,330
226,3.823,268
227,3.839,527
228,3.856,331
229,3.872,282
230,3.889,391
231,3.906,305
232,3.922,343
233,3.939,264
234,3.956,260
235,3.972,320
236,3.989,307
237,4.005,316
238,4.022,341
239,4.039,349
240,4.055,372
241,4.072,309
242,4.089,295
243,4.105,339
244,4.122,269
245,4.139,284
246,4.155,282
247,4.172,294
248,4.188,290
249,4.205,361
250,4.222,307
251,4.238,342
252,4.255,284
253,4.272,311
254,4.288,372
255,4.305,270
256,4.322,297
257,4.338,345
258,4.355,376
259,4.371,260
260,4.388,316
261,4.405,341
262,4.421,273
263,4.438,290
264,4.455,315
265,4.471,327
266,4.488,331
267,4.504,357
268,4.521,273
269,4.538,510
270,4.554,474
271,4.571,300
272,4.588,274
273,4.604,273
274,4.621,271
275,4.638,280
276,4.654,359
277,4.671,394
278,4.687,316
279,4.704,406
280,4.721,347
281,4.737,465
282,4.754,332
283,4.771,271
284,4.787,364
285,4.804,301
286,4.821,365
287,4.837,311
288,4.854,306
289,4.870,372
290,4.887,310
291,4.904,311
292,4.920,282
293,4.937,275
294,4.954,279
295,4.970,323
296,4.987,310
297,5.004,354
298,5.020,404
299,5.037,342
300,5.053,290
301,5.070,308
302,5.087,255
303,5.103,265
304,5.120,349
305,5.137,328
306,5.153,315
307,5.170,283
308,5.186,282
309,5.203,405
310,5.220,362
311,5.236,336
312,5.253,302
313,5.270,438
314,5.286,261
315,5.303,312
316,5.320,347
317,5.336,259
318,5.353,301
319,5.369,316
320,5.386,271
321,5.403,277
322,5.419,280
323,5.436,321
324,5.453,352
325,5.469,316
326,5.486,281
327,5.503,315
328,5.519,363
329,5.536,335
330,5.552,325
331,5.569,310
