#"+ BPC Scan nostir_75um_sp-r013.d "
#Point,X(Minutes),Y(Counts)
0,0.064,512
1,0.081,510
2,0.097,354
3,0.114,568
4,0.130,513
5,0.147,632
6,0.164,727
7,0.180,854
8,0.197,445
9,0.214,510
10,0.230,664
11,0.247,521
12,0.263,495
13,0.280,510
14,0.297,471
15,0.313,666
16,0.330,800
17,0.347,436
18,0.363,509
19,0.380,428
20,0.397,395
21,0.413,459
22,0.430,671
23,0.446,510
24,0.463,535
25,0.480,615
26,0.496,472
27,0.513,409
28,0.530,494
29,0.546,404
30,0.563,534
31,0.580,606
32,0.596,486
33,0.613,793
34,0.629,510
35,0.646,638
36,0.663,549
37,0.679,721
38,0.696,384
39,0.713,345
40,0.729,426
41,0.746,466
42,0.762,508
43,0.779,512
44,0.796,526
45,0.812,526
46,0.829,510
47,0.846,725
48,0.862,605
49,0.879,510
50,0.896,857
51,0.912,533
52,0.929,869
53,0.945,425
54,0.962,500
55,0.979,773
56,0.995,562
57,1.012,407
58,1.029,484
59,1.045,510
60,1.062,459
61,1.079,545
62,1.095,510
63,1.112,486
64,1.128,716
65,1.145,526
66,1.162,510
67,1.178,416
68,1.195,510
69,1.212,510
70,1.228,507
71,1.245,512
72,1.261,385
73,1.278,542
74,1.295,442
75,1.311,547
76,1.328,519
77,1.345,503
78,1.361,473
79,1.378,543
80,1.395,491
81,1.411,459
82,1.428,488
83,1.444,520
84,1.461,510
85,1.478,549
86,1.494,510
87,1.511,510
88,1.528,434
89,1.544,510
90,1.561,565
91,1.578,525
92,1.594,452
93,1.611,716
94,1.627,630
95,1.644,635
96,1.661,518
97,1.677,434
98,1.694,591
99,1.711,510
100,1.727,727
101,1.744,468
102,1.760,639
103,1.777,740
104,1.794,510
105,1.810,550
106,1.827,659
107,1.844,432
108,1.860,392
109,1.877,488
110,1.894,474
111,1.910,524
112,1.927,510
113,1.943,656
114,1.960,452
115,1.977,510
116,1.993,420
117,2.010,456
118,2.027,679
119,2.043,413
120,2.060,430
121,2.077,510
122,2.093,535
123,2.110,510
124,2.126,393
125,2.143,519
126,2.160,606
127,2.176,472
128,2.193,510
129,2.210,424
130,2.226,534
131,2.243,592
132,2.259,549
133,2.276,588
134,2.293,635
135,2.309,616
136,2.326,419
137,2.343,426
138,2.359,416
139,2.376,499
140,2.393,398
141,2.409,384
142,2.426,670
143,2.442,552
144,2.459,855
145,2.476,533
146,2.492,510
147,2.509,529
148,2.526,510
149,2.542,889
150,2.559,540
151,2.576,510
152,2.592,469
153,2.609,652
154,2.625,762
