#"+ BPC Scan nostir_75um_sp-r005.d "
#Point,X(Minutes),Y(Counts)
0,0.054,346
1,0.071,353
2,0.087,286
3,0.104,304
4,0.121,336
5,0.137,279
6,0.154,301
7,0.171,318
8,0.187,328
9,0.204,351
10,0.221,374
11,0.237,309
12,0.254,288
13,0.270,373
14,0.287,345
15,0.304,329
16,0.320,333
17,0.337,345
18,0.354,356
19,0.370,306
20,0.387,281
21,0.404,314
22,0.420,377
23,0.437,341
24,0.453,312
25,0.470,349
26,0.487,316
27,0.503,266
28,0.520,340
29,0.537,337
30,0.553,467
31,0.570,418
32,0.586,318
33,0.603,295
34,0.620,406
35,0.636,311
36,0.653,287
37,0.670,324
38,0.686,355
39,0.703,284
40,0.720,309
41,0.736,353
42,0.753,310
43,0.769,298
44,0.786,403
45,0.803,324
46,0.819,330
47,0.836,330
48,0.853,337
49,0.869,331
50,0.886,365
51,0.903,371
52,0.919,460
53,0.936,314
54,0.952,288
55,0.969,295
56,0.986,300
57,1.002,308
58,1.019,307
59,1.036,278
60,1.052,328
61,1.069,311
62,1.085,327
63,1.102,388
64,1.119,406
65,1.135,287
66,1.152,713
67,1.169,393
68,1.185,368
69,1.202,471
70,1.219,277
71,1.235,299
72,1.252,338
73,1.268,324
74,1.285,300
75,1.302,369
76,1.318,296
77,1.335,354
78,1.352,311
79,1.368,337
80,1.385,393
81,1.402,334
82,1.418,339
83,1.435,308
84,1.451,342
85,1.468,295
86,1.485,338
87,1.501,294
88,1.518,265
89,1.535,342
90,1.551,335
91,1.568,314
92,1.584,329
93,1.601,307
94,1.618,298
95,1.634,370
96,1.651,339
97,1.668,380
98,1.684,376
99,1.701,306
100,1.718,287
101,1.734,388
102,1.751,409
103,1.767,286
104,1.784,258
105,1.801,342
106,1.817,301
107,1.834,269
108,1.851,304
109,1.867,305
110,1.884,284
111,1.901,344
112,1.917,306
113,1.934,276
114,1.950,340
115,1.967,294
116,1.984,361
117,2.000,289
118,2.017,273
119,2.034,317
120,2.050,317
121,2.067,352
122,2.083,293
123,2.100,292
124,2.117,314
125,2.133,328
126,2.150,318
127,2.167,375
128,2.183,291
129,2.200,285
130,2.217,315
131,2.233,271
132,2.250,322
133,2.266,256
134,2.283,400
135,2.300,335
136,2.316,296
137,2.333,306
138,2.350,258
139,2.366,307
140,2.383,330
141,2.400,283
142,2.416,336
143,2.433,350
144,2.449,288
145,2.466,322
146,2.483,315
147,2.499,323
148,2.516,400
149,2.533,274
150,2.549,310
151,2.566,357
152,2.582,325
153,2.599,290
154,2.616,355
155,2.632,325
156,2.649,286
157,2.666,320
158,2.682,295
159,2.699,348
160,2.716,307
161,2.732,287
162,2.749,301
163,2.765,316
164,2.782,340
165,2.799,313
166,2.815,279
167,2.832,351
168,2.849,288
169,2.865,292
170,2.882,324
171,2.899,268
172,2.915,345
173,2.932,456
174,2.948,260
175,2.965,274
176,2.982,289
177,2.998,295
178,3.015,334
179,3.032,302
180,3.048,340
181,3.065,299
182,3.081,335
183,3.098,291
184,3.115,292
185,3.131,369
186,3.148,296
187,3.165,328
188,3.181,321
189,3.198,324
190,3.215,297
191,3.231,300
192,3.248,316
193,3.265,270
194,3.281,288
195,3.298,331
196,3.314,309
197,3.331,372
198,3.348,272
199,3.364,357
200,3.381,389
201,3.398,307
202,3.414,320
203,3.431,340
204,3.447,290
205,3.464,268
206,3.481,367
207,3.497,311
208,3.514,287
209,3.531,397
210,3.547,276
211,3.564,412
212,3.581,389
213,3.597,317
214,3.614,256
215,3.630,277
216,3.647,255
217,3.664,301
218,3.680,421
219,3.697,348
220,3.714,258
221,3.730,255
222,3.747,325
223,3.764,341
224,3.780,314
225,3.797,335
226,3.813,332
227,3.830,420
228,3.847,335
229,3.863,383
230,3.880,389
231,3.897,294
232,3.913,346
233,3.930,354
234,3.946,333
235,3.963,269
236,3.980,285
237,3.996,355
238,4.013,352
239,4.030,325
240,4.046,248
241,4.063,375
242,4.080,319
243,4.096,346
244,4.113,415
245,4.129,352
246,4.146,336
247,4.163,284
248,4.179,313
249,4.196,307
250,4.213,359
251,4.229,277
252,4.246,283
253,4.263,282
254,4.279,399
255,4.296,364
256,4.312,281
257,4.329,360
258,4.346,325
259,4.362,307
260,4.379,303
261,4.396,363
262,4.412,309
263,4.429,287
264,4.445,308
265,4.462,356
266,4.479,385
267,4.495,342
268,4.512,309
269,4.529,313
270,4.545,273
271,4.562,290
272,4.579,306
273,4.595,348
274,4.612,290
275,4.628,311
276,4.645,406
277,4.662,333
278,4.678,289
279,4.695,286
280,4.712,280
281,4.728,255
282,4.745,268
283,4.762,322
284,4.778,313
285,4.795,276
286,4.811,381
287,4.828,321
288,4.845,394
289,4.861,510
290,4.878,323
291,4.895,294
292,4.911,268
293,4.928,304
294,4.944,287
295,4.961,362
296,4.978,315
297,4.994,358
298,5.011,337
299,5.028,352
300,5.044,335
301,5.061,308
302,5.078,287
303,5.094,289
304,5.111,310
305,5.127,296
306,5.144,285
307,5.161,315
308,5.177,284
309,5.194,312
310,5.211,294
311,5.227,426
312,5.244,294
313,5.260,346
314,5.277,332
315,5.294,316
316,5.310,302
317,5.327,360
318,5.344,339
319,5.360,314
320,5.377,351
321,5.394,281
322,5.410,321
323,5.427,326
324,5.443,336
325,5.460,333
326,5.477,315
327,5.493,304
328,5.510,288
329,5.527,309
330,5.543,299
331,5.560,290
332,5.577,316
333,5.593,271
334,5.610,300
335,5.626,320
336,5.643,278
337,5.660,329
338,5.676,449
339,5.693,405
340,5.710,353
341,5.726,374
342,5.743,275
343,5.759,255
344,5.776,361
345,5.793,287
346,5.809,303
347,5.826,319
348,5.843,328
349,5.859,352
350,5.876,299
351,5.893,257
352,5.909,303
353,5.926,302
354,5.942,308
355,5.959,282
356,5.976,513
357,5.992,258
358,6.009,369
359,6.026,428
360,6.042,284
361,6.059,328
362,6.076,403
363,6.092,404
364,6.109,510
365,6.125,510
366,6.142,511
367,6.159,510
368,6.175,597
369,6.192,521
370,6.209,532
371,6.225,815
372,6.242,696
373,6.258,594
374,6.275,585
375,6.292,573
376,6.308,697
377,6.325,756
378,6.342,769
379,6.358,1003
380,6.375,772
381,6.392,690
382,6.408,765
383,6.425,659
384,6.441,635
385,6.458,638
386,6.475,942
387,6.491,602
388,6.508,766
389,6.525,576
390,6.541,649
391,6.558,765
392,6.575,574
393,6.591,521
394,6.608,765
395,6.624,561
396,6.641,756
397,6.658,515
398,6.674,510
399,6.691,619
400,6.708,530
401,6.724,510
402,6.741,723
403,6.757,510
404,6.774,525
405,6.791,516
406,6.807,671
407,6.824,510
408,6.841,473
409,6.857,478
410,6.874,494
411,6.891,492
412,6.907,315
413,6.924,470
414,6.940,489
415,6.957,440
416,6.974,385
417,6.990,457
418,7.007,559
419,7.024,510
420,7.040,316
421,7.057,510
422,7.074,352
423,7.090,416
424,7.107,293
425,7.123,409
426,7.140,321
427,7.157,354
428,7.173,446
429,7.190,510
430,7.207,466
431,7.223,404
432,7.240,541
433,7.256,838
434,7.273,613
435,7.290,477
436,7.306,625
437,7.323,517
438,7.340,588
439,7.356,716
440,7.373,659
441,7.390,616
442,7.406,644
443,7.423,920
444,7.439,587
445,7.456,1035
446,7.473,981
447,7.489,1339
448,7.506,1530
449,7.523,1386
450,7.539,1572
451,7.556,1660
452,7.573,2313
453,7.589,1997
454,7.606,2119
455,7.622,2709
456,7.639,2443
457,7.656,3207
458,7.672,2483
459,7.689,3025
460,7.706,2682
461,7.722,2725
462,7.739,3418
463,7.755,2583
464,7.772,2525
465,7.789,3180
466,7.805,3789
467,7.822,2490
468,7.839,2729
469,7.855,2353
470,7.872,2679
471,7.889,2635
472,7.905,3051
473,7.922,2111
474,7.938,2370
475,7.955,2216
476,7.972,1987
477,7.988,2212
478,8.005,1976
479,8.022,2135
480,8.038,1702
481,8.055,1698
482,8.072,1643
483,8.088,1774
484,8.105,1783
485,8.121,1582
486,8.138,1406
487,8.155,1484
488,8.171,1467
489,8.188,1140
490,8.205,1624
491,8.221,1370
492,8.238,1574
493,8.255,972
494,8.271,1323
495,8.288,1437
496,8.304,1158
497,8.321,1765
498,8.338,967
499,8.354,823
500,8.371,1152
501,8.388,776
502,8.404,744
503,8.421,955
504,8.438,885
505,8.454,790
506,8.471,1107
507,8.487,929
508,8.504,1086
509,8.521,758
510,8.537,990
511,8.554,1238
512,8.571,765
513,8.587,1025
514,8.604,730
515,8.620,878
516,8.637,999
517,8.654,691
518,8.670,956
519,8.687,844
520,8.704,544
521,8.720,708
522,8.737,937
523,8.754,888
524,8.770,996
525,8.787,595
526,8.803,592
527,8.820,795
528,8.837,707
529,8.853,818
530,8.870,746
531,8.887,518
532,8.903,544
533,8.920,720
534,8.937,818
535,8.953,545
536,8.970,653
537,8.986,527
538,9.003,559
539,9.020,642
540,9.036,687
541,9.053,702
542,9.070,569
543,9.086,645
544,9.103,532
545,9.119,510
546,9.136,516
547,9.153,544
548,9.169,667
549,9.186,510
550,9.203,784
551,9.219,597
552,9.236,668
553,9.253,833
554,9.269,684
555,9.286,513
556,9.302,554
557,9.319,545
558,9.336,536
559,9.352,512
560,9.369,523
561,9.386,536
562,9.402,532
563,9.419,644
564,9.436,425
565,9.452,394
566,9.469,513
567,9.485,474
568,9.502,510
569,9.519,592
570,9.535,510
571,9.552,474
572,9.569,512
573,9.585,513
574,9.602,510
575,9.618,633
576,9.635,765
577,9.652,414
578,9.668,510
579,9.685,510
580,9.702,674
581,9.718,650
582,9.735,510
583,9.752,511
584,9.768,508
585,9.785,465
586,9.801,496
587,9.818,478
588,9.835,434
589,9.851,358
590,9.868,518
591,9.885,511
592,9.901,495
593,9.918,510
594,9.935,456
595,9.951,532
596,9.968,573
597,9.984,457
598,10.001,512
599,10.018,503
600,10.034,361
601,10.051,517
602,10.068,373
603,10.084,416
604,10.101,709
605,10.117,444
606,10.134,464
607,10.151,499
608,10.167,534
609,10.184,352
610,10.201,496
611,10.217,434
612,10.234,426
613,10.251,515
614,10.267,428
615,10.284,508
616,10.300,510
617,10.317,376
618,10.334,444
619,10.350,338
620,10.367,521
621,10.384,312
622,10.400,548
623,10.417,510
624,10.434,395
625,10.450,489
626,10.467,316
627,10.483,409
628,10.500,452
629,10.517,510
630,10.533,423
631,10.550,439
632,10.567,536
633,10.583,568
634,10.600,469
635,10.616,444
636,10.633,505
637,10.650,434
638,10.666,442
639,10.683,449
640,10.700,429
641,10.716,416
642,10.733,427
643,10.750,451
644,10.766,483
645,10.783,416
646,10.799,510
647,10.816,549
648,10.833,436
649,10.849,326
650,10.866,411
651,10.883,365
652,10.899,453
653,10.916,474
654,10.933,517
655,10.949,368
656,10.966,479
657,10.982,427
658,10.999,330
659,11.016,416
660,11.032,409
661,11.049,369
662,11.066,378
663,11.082,382
664,11.099,378
665,11.115,419
666,11.132,494
667,11.149,394
668,11.165,332
669,11.182,450
670,11.199,394
671,11.215,413
672,11.232,499
673,11.249,379
674,11.265,438
675,11.282,387
676,11.298,314
677,11.315,390
678,11.332,376
679,11.348,521
680,11.365,292
681,11.382,406
682,11.398,387
683,11.415,362
684,11.432,376
685,11.448,356
686,11.465,412
687,11.481,363
688,11.498,300
689,11.515,515
690,11.531,464
691,11.548,516
692,11.565,355
693,11.581,450
694,11.598,340
695,11.614,407
696,11.631,338
697,11.648,340
698,11.664,326
699,11.681,443
700,11.698,352
701,11.714,441
702,11.731,332
703,11.748,341
704,11.764,358
705,11.781,406
706,11.797,510
707,11.814,416
708,11.831,322
709,11.847,467
710,11.864,400
711,11.881,412
712,11.897,611
713,11.914,352
714,11.931,407
715,11.947,510
716,11.964,397
717,11.980,318
718,11.997,404
719,12.014,299
720,12.030,333
721,12.047,278
722,12.064,391
723,12.080,476
724,12.097,437
725,12.113,333
726,12.130,402
727,12.147,510
728,12.163,388
729,12.180,456
730,12.197,357
731,12.213,314
732,12.230,326
733,12.247,355
734,12.263,396
735,12.280,392
736,12.296,533
737,12.313,347
738,12.330,356
739,12.346,316
740,12.363,442
741,12.380,352
742,12.396,416
743,12.413,372
744,12.430,396
745,12.446,308
746,12.463,332
747,12.479,555
748,12.496,348
749,12.513,295
750,12.529,302
751,12.546,332
752,12.563,303
753,12.579,350
754,12.596,344
755,12.612,385
756,12.629,324
757,12.646,357
758,12.662,342
759,12.679,307
760,12.696,335
761,12.712,314
762,12.729,320
763,12.746,436
764,12.762,322
765,12.779,374
766,12.795,335
767,12.812,340
768,12.829,324
769,12.845,514
770,12.862,559
771,12.879,409
772,12.895,414
773,12.912,298
774,12.929,322
775,12.945,429
776,12.962,446
777,12.978,381
778,12.995,359
779,13.012,353
780,13.028,310
781,13.045,356
782,13.062,341
783,13.078,459
784,13.095,318
785,13.111,515
786,13.128,363
787,13.145,310
788,13.161,317
789,13.178,399
790,13.195,341
791,13.211,493
792,13.228,416
793,13.245,362
794,13.261,388
795,13.278,369
796,13.294,718
797,13.311,408
798,13.328,323
799,13.344,370
800,13.361,364
801,13.378,343
802,13.394,388
803,13.411,319
804,13.428,392
805,13.444,523
806,13.461,326
807,13.477,307
808,13.494,376
809,13.511,306
810,13.527,326
811,13.544,378
812,13.561,414
813,13.577,510
814,13.594,308
815,13.610,443
816,13.627,313
817,13.644,366
818,13.660,372
819,13.677,483
820,13.694,463
821,13.710,349
822,13.727,445
823,13.744,742
824,13.760,804
825,13.777,575
826,13.793,530
827,13.810,676
828,13.827,785
829,13.843,468
830,13.860,734
831,13.877,546
832,13.893,518
833,13.910,536
834,13.926,652
835,13.943,802
836,13.960,930
837,13.976,1356
838,13.993,1522
839,14.010,1893
840,14.026,2464
841,14.043,3425
842,14.060,3077
843,14.076,3609
844,14.093,4574
845,14.109,4702
846,14.126,6508
847,14.143,7131
848,14.159,7722
849,14.176,7388
850,14.193,7777
851,14.209,8026
852,14.226,7825
853,14.243,7968
854,14.259,7774
855,14.276,7848
856,14.292,7917
857,14.309,7721
858,14.326,7159
859,14.342,7010
860,14.359,7200
861,14.376,7257
862,14.392,6565
863,14.409,6399
864,14.425,6507
865,14.442,6613
866,14.459,6463
867,14.475,10768
868,14.492,24941
869,14.509,43305
870,14.525,67775
871,14.542,97295
872,14.559,137814
873,14.575,166626
874,14.592,206613
875,14.608,240345
876,14.625,279091
877,14.642,304008
878,14.658,332587
879,14.675,363752
880,14.692,364375
881,14.708,382911
882,14.725,409153
883,14.742,422684
884,14.758,432885
885,14.775,447751
886,14.791,453356
887,14.808,432619
888,14.825,411367
889,14.841,372853
890,14.858,347669
891,14.875,289586
892,14.891,241683
893,14.908,204609
894,14.924,155518
895,14.941,114675
896,14.958,88384
897,14.974,70045
898,14.991,57641
899,15.008,44917
900,15.024,40276
901,15.041,33279
902,15.058,29696
903,15.074,27085
904,15.091,23715
905,15.107,23752
906,15.124,20165
907,15.141,18702
908,15.157,19972
909,15.174,16036
910,15.191,14985
911,15.207,13833
912,15.224,11918
913,15.241,11890
914,15.257,10913
915,15.274,11208
916,15.290,9284
917,15.307,9061
918,15.324,8726
919,15.340,8329
920,15.357,7240
921,15.374,6326
922,15.390,7029
923,15.407,6496
924,15.423,6198
925,15.440,5127
926,15.457,6615
927,15.473,5338
928,15.490,5908
929,15.507,6296
930,15.523,4695
931,15.540,4806
932,15.557,5515
933,15.573,6765
934,15.590,14903
935,15.606,20292
936,15.623,29464
937,15.640,41594
938,15.656,49612
939,15.673,66347
940,15.690,79319
941,15.706,88510
942,15.723,98638
943,15.740,113232
944,15.756,109821
945,15.773,109952
946,15.789,115670
947,15.806,117945
948,15.823,119774
949,15.839,127005
950,15.856,125756
951,15.873,124483
952,15.889,138134
953,15.906,129696
954,15.922,123760
955,15.939,125176
956,15.956,123095
957,15.972,122974
958,15.989,106740
959,16.006,103400
960,16.022,93937
961,16.039,91950
962,16.056,79941
963,16.072,64726
964,16.089,52776
965,16.105,46450
966,16.122,38789
967,16.139,30116
968,16.155,25425
969,16.172,20387
970,16.189,18729
971,16.205,14994
972,16.222,9944
973,16.239,7669
974,16.255,6408
975,16.272,4622
976,16.288,4098
977,16.305,3979
978,16.322,3330
979,16.338,2896
980,16.355,2299
981,16.372,2479
982,16.388,2995
983,16.405,2302
984,16.421,2858
985,16.438,2610
986,16.455,2666
987,16.471,2673
988,16.488,2799
989,16.505,2232
990,16.521,2631
991,16.538,2527
992,16.555,3742
993,16.571,3362
994,16.588,3503
995,16.604,2784
996,16.621,2519
997,16.638,3534
998,16.654,2469
999,16.671,1898
1000,16.688,2950
1001,16.704,1911
1002,16.721,2147
1003,16.738,2731
1004,16.754,2562
1005,16.771,2118
1006,16.787,2414
1007,16.804,2881
1008,16.821,3076
1009,16.837,3273
1010,16.854,3341
1011,16.871,3301
1012,16.887,5236
1013,16.904,5309
1014,16.920,8491
1015,16.937,12456
1016,16.954,15690
1017,16.970,24127
1018,16.987,33170
1019,17.004,36284
1020,17.020,45735
1021,17.037,55000
1022,17.054,52750
1023,17.070,57881
1024,17.087,61369
1025,17.103,67917
1026,17.120,64898
1027,17.137,67341
1028,17.153,64709
1029,17.170,64834
1030,17.187,65876
1031,17.203,64144
1032,17.220,62849
1033,17.237,66694
1034,17.253,64947
1035,17.270,61786
1036,17.286,58618
1037,17.303,58506
1038,17.320,58706
1039,17.336,54089
1040,17.353,54081
1041,17.370,50057
1042,17.386,45606
1043,17.403,45599
1044,17.419,40929
1045,17.436,38763
1046,17.453,36167
1047,17.469,31718
1048,17.486,26934
1049,17.503,23537
1050,17.519,26285
1051,17.536,21335
1052,17.553,19797
1053,17.569,17332
1054,17.586,15096
1055,17.602,13272
1056,17.619,14264
1057,17.636,11001
1058,17.652,9806
1059,17.669,9667
1060,17.686,9780
1061,17.702,8735
1062,17.719,7994
1063,17.736,7958
1064,17.752,6639
1065,17.769,5113
1066,17.785,5941
1067,17.802,5022
1068,17.819,4791
1069,17.835,5363
1070,17.852,5464
1071,17.869,3863
1072,17.885,4594
1073,17.902,3478
1074,17.918,4418
1075,17.935,4077
1076,17.952,3308
1077,17.968,3410
1078,17.985,3621
1079,18.002,3200
1080,18.018,3771
1081,18.035,3252
1082,18.052,3892
1083,18.068,3650
1084,18.085,2208
1085,18.101,3656
1086,18.118,3739
1087,18.135,3126
1088,18.151,3179
1089,18.168,3208
1090,18.185,2832
1091,18.201,3152
1092,18.218,2428
1093,18.235,2828
1094,18.251,2427
1095,18.268,2304
1096,18.284,3041
1097,18.301,2215
1098,18.318,2123
1099,18.334,2042
1100,18.351,2060
1101,18.368,2450
1102,18.384,2072
1103,18.401,2092
1104,18.417,2350
1105,18.434,1919
1106,18.451,2039
1107,18.467,1804
1108,18.484,2104
1109,18.501,2270
1110,18.517,1979
1111,18.534,1756
1112,18.551,1972
1113,18.567,1739
1114,18.584,2191
1115,18.600,2280
1116,18.617,2488
1117,18.634,1808
1118,18.650,1846
1119,18.667,2080
1120,18.684,1890
1121,18.700,1469
1122,18.717,2049
1123,18.734,1987
1124,18.750,1913
1125,18.767,1744
1126,18.783,1940
1127,18.800,2139
1128,18.817,1757
1129,18.833,1502
1130,18.850,1871
1131,18.867,1408
1132,18.883,1554
1133,18.900,1617
1134,18.916,1437
1135,18.933,1741
1136,18.950,1866
1137,18.966,1731
1138,18.983,1650
1139,19.000,1295
1140,19.016,1956
1141,19.033,1580
1142,19.050,1566
1143,19.066,1591
1144,19.083,1451
1145,19.099,1501
1146,19.116,1431
1147,19.133,1874
1148,19.149,1864
1149,19.166,1450
1150,19.183,1444
1151,19.199,1675
1152,19.216,1309
1153,19.233,1500
1154,19.249,1776
1155,19.266,1668
1156,19.282,1479
1157,19.299,1920
1158,19.316,1582
1159,19.332,1437
1160,19.349,1575
1161,19.366,1797
1162,19.382,1352
1163,19.399,1270
1164,19.415,1071
1165,19.432,1376
1166,19.449,1015
1167,19.465,1654
1168,19.482,982
1169,19.499,1335
1170,19.515,1497
1171,19.532,1250
1172,19.549,1237
1173,19.565,1286
1174,19.582,1041
1175,19.598,1446
1176,19.615,1127
1177,19.632,1236
1178,19.648,1274
1179,19.665,1262
1180,19.682,1443
1181,19.698,1080
1182,19.715,1667
1183,19.732,1208
1184,19.748,1387
1185,19.765,1371
1186,19.781,924
1187,19.798,1315
1188,19.815,929
1189,19.831,1238
1190,19.848,1197
1191,19.865,992
1192,19.881,1494
1193,19.898,1629
1194,19.914,1294
1195,19.931,1551
1196,19.948,1656
1197,19.964,1315
1198,19.981,1359
1199,19.998,1118
1200,20.014,1470
1201,20.031,846
1202,20.048,1096
1203,20.064,982
1204,20.081,1640
1205,20.097,1217
1206,20.114,1149
1207,20.131,1339
1208,20.147,1122
1209,20.164,1238
1210,20.181,1487
1211,20.197,1287
1212,20.214,1291
1213,20.231,1382
1214,20.247,1337
1215,20.264,1643
1216,20.280,1147
1217,20.297,1406
1218,20.314,1295
1219,20.330,1157
1220,20.347,1575
1221,20.364,1600
1222,20.380,1198
1223,20.397,1226
1224,20.413,1388
1225,20.430,1411
1226,20.447,1628
1227,20.463,1184
1228,20.480,1123
1229,20.497,1244
1230,20.513,1733
1231,20.530,1771
1232,20.547,1526
1233,20.563,1574
1234,20.580,1702
1235,20.596,1491
1236,20.613,1515
1237,20.630,1096
1238,20.646,1557
1239,20.663,1242
1240,20.680,1130
1241,20.696,1160
1242,20.713,1192
1243,20.730,1252
1244,20.746,1475
1245,20.763,1067
1246,20.779,1060
1247,20.796,1124
1248,20.813,1395
1249,20.829,1048
1250,20.846,1135
1251,20.863,1263
1252,20.879,1358
1253,20.896,1563
1254,20.912,1132
1255,20.929,1089
1256,20.946,1135
1257,20.962,1578
1258,20.979,1093
1259,20.996,1606
1260,21.012,1578
1261,21.029,1384
1262,21.046,1704
1263,21.062,1018
1264,21.079,955
1265,21.095,1106
1266,21.112,1422
1267,21.129,1213
1268,21.145,984
1269,21.162,1165
1270,21.179,1382
1271,21.195,1231
1272,21.212,1088
1273,21.228,1409
1274,21.245,1533
1275,21.262,1257
1276,21.278,1925
1277,21.295,1292
1278,21.312,1307
1279,21.328,1747
1280,21.345,1493
1281,21.362,1760
1282,21.378,1400
1283,21.395,1742
1284,21.411,1670
1285,21.428,2114
1286,21.445,2530
1287,21.461,1168
1288,21.478,1681
1289,21.495,1605
1290,21.511,1095
1291,21.528,1526
1292,21.545,2032
1293,21.561,1957
1294,21.578,1556
1295,21.594,2320
1296,21.611,1572
1297,21.628,1187
1298,21.644,1212
1299,21.661,1442
1300,21.678,1072
1301,21.694,927
1302,21.711,950
1303,21.727,1042
1304,21.744,1182
1305,21.761,927
1306,21.777,1069
1307,21.794,765
1308,21.811,968
1309,21.827,906
1310,21.844,759
1311,21.861,853
1312,21.877,1077
1313,21.894,972
1314,21.910,781
1315,21.927,919
1316,21.944,859
1317,21.960,1071
1318,21.977,773
1319,21.994,799
1320,22.010,892
1321,22.027,872
1322,22.044,824
1323,22.060,687
1324,22.077,731
1325,22.093,785
1326,22.110,816
1327,22.127,861
1328,22.143,781
1329,22.160,822
1330,22.177,893
1331,22.193,712
1332,22.210,658
1333,22.226,608
1334,22.243,722
1335,22.260,1506
1336,22.276,912
1337,22.293,771
1338,22.310,996
1339,22.326,1029
1340,22.343,923
1341,22.360,1097
1342,22.376,1000
1343,22.393,920
1344,22.409,844
1345,22.426,1021
1346,22.443,877
1347,22.459,923
1348,22.476,832
1349,22.493,1164
1350,22.509,1019
1351,22.526,948
1352,22.543,770
1353,22.559,912
1354,22.576,751
1355,22.592,1032
1356,22.609,1009
1357,22.626,1086
1358,22.642,783
1359,22.659,843
1360,22.676,1322
1361,22.692,881
1362,22.709,970
1363,22.725,601
1364,22.742,863
1365,22.759,958
1366,22.775,1066
1367,22.792,965
1368,22.809,807
1369,22.825,1023
1370,22.842,774
1371,22.859,928
1372,22.875,946
1373,22.892,894
1374,22.908,777
1375,22.925,923
1376,22.942,691
1377,22.958,765
1378,22.975,902
1379,22.992,753
1380,23.008,889
1381,23.025,698
1382,23.042,694
1383,23.058,848
1384,23.075,718
1385,23.091,893
1386,23.108,1094
1387,23.125,764
1388,23.141,974
1389,23.158,1142
1390,23.175,935
1391,23.191,1007
1392,23.208,745
1393,23.225,688
1394,23.241,597
1395,23.258,563
1396,23.274,1019
1397,23.291,935
1398,23.308,765
1399,23.324,686
1400,23.341,781
1401,23.358,1094
1402,23.374,720
1403,23.391,1244
1404,23.408,757
1405,23.424,713
1406,23.441,821
1407,23.457,996
1408,23.474,717
1409,23.491,847
1410,23.507,713
1411,23.524,812
1412,23.541,995
1413,23.557,856
1414,23.574,782
