#"+ BPC Scan nostir_75um_sp-r011.d "
#Point,X(Minutes),Y(Counts)
0,0.057,542
1,0.074,562
2,0.090,625
3,0.107,452
4,0.124,509
5,0.140,399
6,0.157,480
7,0.173,710
8,0.190,504
9,0.207,402
10,0.223,611
11,0.240,529
12,0.257,368
13,0.273,580
14,0.290,484
15,0.307,510
16,0.323,451
17,0.340,510
18,0.356,492
19,0.373,425
20,0.390,565
21,0.406,462
22,0.423,390
23,0.440,486
24,0.456,510
25,0.473,741
26,0.489,465
27,0.506,386
28,0.523,348
29,0.539,503
30,0.556,495
31,0.573,510
32,0.589,583
33,0.606,406
34,0.623,529
35,0.639,513
36,0.656,510
37,0.672,408
38,0.689,475
39,0.706,465
40,0.722,556
41,0.739,456
42,0.756,374
43,0.772,521
44,0.789,543
45,0.806,359
46,0.822,376
47,0.839,574
48,0.855,568
49,0.872,470
50,0.889,413
51,0.905,510
52,0.922,513
53,0.939,510
54,0.955,526
55,0.972,516
56,0.988,413
57,1.005,431
58,1.022,392
59,1.038,365
60,1.055,495
61,1.072,582
62,1.088,424
63,1.105,428
64,1.122,750
65,1.138,425
66,1.155,451
67,1.171,430
68,1.188,459
69,1.205,324
70,1.221,503
71,1.238,393
72,1.255,395
73,1.271,546
74,1.288,450
75,1.305,376
76,1.321,370
77,1.338,443
78,1.354,398
79,1.371,425
80,1.388,429
81,1.404,409
82,1.421,565
83,1.438,510
84,1.454,496
85,1.471,380
86,1.487,458
87,1.504,508
88,1.521,515
89,1.537,510
90,1.554,505
91,1.571,364
92,1.587,753
93,1.604,382
94,1.621,379
95,1.637,399
96,1.654,515
97,1.670,567
98,1.687,615
99,1.704,470
100,1.720,579
101,1.737,397
102,1.754,390
103,1.770,536
104,1.787,826
105,1.804,510
106,1.820,760
107,1.837,580
108,1.853,466
109,1.870,496
110,1.887,655
111,1.903,572
112,1.920,440
113,1.937,432
114,1.953,434
115,1.970,504
116,1.986,526
117,2.003,532
118,2.020,551
119,2.036,457
120,2.053,578
121,2.070,572
122,2.086,510
123,2.103,323
124,2.120,388
125,2.136,656
126,2.153,416
127,2.169,1033
128,2.186,602
129,2.203,355
130,2.219,418
131,2.236,357
132,2.253,443
133,2.269,444
134,2.286,405
135,2.303,537
136,2.319,473
137,2.336,432
138,2.352,446
139,2.369,495
140,2.386,404
141,2.402,563
142,2.419,463
143,2.436,665
144,2.452,591
145,2.469,412
146,2.485,478
147,2.502,466
148,2.519,477
149,2.535,462
150,2.552,593
151,2.569,510
152,2.585,401
153,2.602,570
154,2.619,508
155,2.635,427
156,2.652,347
157,2.668,582
158,2.685,537
159,2.702,610
160,2.718,562
161,2.735,742
162,2.752,434
163,2.768,362
164,2.785,545
165,2.802,664
166,2.818,578
167,2.835,480
168,2.851,422
169,2.868,765
170,2.885,561
171,2.901,519
172,2.918,770
173,2.935,388
174,2.951,450
175,2.968,364
176,2.984,526
177,3.001,574
178,3.018,488
179,3.034,388
180,3.051,512
181,3.068,689
182,3.084,501
183,3.101,501
184,3.118,361
185,3.134,477
186,3.151,375
187,3.167,395
188,3.184,486
189,3.201,569
190,3.217,483
191,3.234,401
192,3.251,602
193,3.267,477
194,3.284,519
195,3.301,434
196,3.317,523
197,3.334,466
198,3.350,458
199,3.367,538
200,3.384,620
201,3.400,606
202,3.417,490
203,3.434,498
204,3.450,722
205,3.467,442
206,3.483,351
207,3.500,438
208,3.517,740
209,3.533,498
210,3.550,537
211,3.567,510
212,3.583,529
213,3.600,506
214,3.617,511
215,3.633,632
216,3.650,518
217,3.666,537
218,3.683,468
219,3.700,693
220,3.716,510
221,3.733,559
222,3.750,610
223,3.766,452
224,3.783,552
225,3.800,591
226,3.816,519
227,3.833,732
228,3.849,401
229,3.866,504
230,3.883,535
231,3.899,374
232,3.916,371
233,3.933,519
234,3.949,411
235,3.966,454
236,3.982,475
237,3.999,647
238,4.016,590
239,4.032,514
240,4.049,437
241,4.066,492
242,4.082,847
243,4.099,436
244,4.116,496
245,4.132,510
246,4.149,427
247,4.165,427
248,4.182,539
249,4.199,757
250,4.215,503
251,4.232,560
252,4.249,345
253,4.265,495
254,4.282,560
255,4.299,590
256,4.315,593
257,4.332,346
258,4.348,448
259,4.365,511
260,4.382,647
261,4.398,515
262,4.415,505
263,4.432,358
264,4.448,514
265,4.465,448
266,4.481,453
267,4.498,510
268,4.515,552
269,4.531,411
270,4.548,620
271,4.565,340
272,4.581,335
273,4.598,427
274,4.615,476
275,4.631,716
276,4.648,1030
277,4.664,591
278,4.681,424
279,4.698,555
280,4.714,499
281,4.731,373
282,4.748,327
283,4.764,477
284,4.781,716
285,4.798,383
286,4.814,570
287,4.831,558
288,4.847,497
289,4.864,447
290,4.881,368
291,4.897,518
292,4.914,368
293,4.931,432
294,4.947,433
295,4.964,703
296,4.980,388
297,4.997,458
298,5.014,359
299,5.030,575
300,5.047,510
301,5.064,471
302,5.080,503
303,5.097,551
304,5.114,426
305,5.130,503
306,5.147,346
307,5.163,583
308,5.180,420
309,5.197,694
310,5.213,490
311,5.230,619
312,5.247,414
313,5.263,558
314,5.280,508
315,5.297,406
316,5.313,353
317,5.330,476
318,5.346,409
319,5.363,488
320,5.380,476
321,5.396,405
322,5.413,353
323,5.430,690
324,5.446,579
325,5.463,510
326,5.479,429
327,5.496,587
328,5.513,536
329,5.529,404
330,5.546,579
331,5.563,648
332,5.579,438
333,5.596,385
334,5.613,364
335,5.629,593
336,5.646,419
337,5.662,941
338,5.679,444
339,5.696,427
340,5.712,554
341,5.729,530
342,5.746,441
343,5.762,700
344,5.779,425
345,5.795,501
346,5.812,377
347,5.829,410
348,5.845,566
349,5.862,441
350,5.879,386
351,5.895,559
352,5.912,541
353,5.929,516
354,5.945,1028
355,5.962,790
356,5.978,343
357,5.995,511
358,6.012,496
359,6.028,647
360,6.045,510
361,6.062,405
362,6.078,450
363,6.095,513
364,6.112,455
365,6.128,405
366,6.145,505
367,6.161,444
368,6.178,515
369,6.195,740
370,6.211,757
371,6.228,346
372,6.245,465
373,6.261,414
374,6.278,510
375,6.294,694
376,6.311,481
377,6.328,517
378,6.344,499
379,6.361,441
380,6.378,410
381,6.394,660
382,6.411,465
383,6.428,557
384,6.444,542
385,6.461,450
386,6.477,510
387,6.494,771
388,6.511,456
389,6.527,573
390,6.544,491
391,6.561,602
392,6.577,526
393,6.594,510
394,6.611,537
395,6.627,495
396,6.644,510
397,6.660,556
398,6.677,568
399,6.694,617
400,6.710,519
401,6.727,510
402,6.744,688
403,6.760,510
404,6.777,748
405,6.794,558
406,6.810,621
407,6.827,513
408,6.843,562
409,6.860,579
410,6.877,761
411,6.893,739
412,6.910,705
413,6.927,654
414,6.943,693
415,6.960,709
416,6.977,669
417,6.993,687
418,7.010,581
419,7.026,637
420,7.043,765
421,7.060,764
422,7.076,682
423,7.093,724
424,7.110,654
425,7.126,716
426,7.143,617
427,7.159,625
428,7.176,796
429,7.193,775
430,7.209,822
431,7.226,765
432,7.243,969
433,7.259,615
434,7.276,864
435,7.293,672
436,7.309,760
437,7.326,624
438,7.342,687
439,7.359,638
440,7.376,765
441,7.392,542
442,7.409,526
443,7.426,624
444,7.442,560
445,7.459,536
446,7.476,533
447,7.492,510
448,7.509,523
449,7.525,707
450,7.542,478
451,7.559,640
452,7.575,562
453,7.592,545
454,7.609,510
455,7.625,564
456,7.642,524
457,7.658,535
458,7.675,819
459,7.692,419
460,7.708,474
461,7.725,588
462,7.742,604
463,7.758,484
464,7.775,510
465,7.792,563
466,7.808,510
467,7.825,384
468,7.841,426
469,7.858,382
470,7.875,473
471,7.891,510
472,7.908,614
473,7.925,386
474,7.941,510
475,7.958,472
476,7.975,421
477,7.991,365
478,8.008,574
479,8.024,393
480,8.041,640
481,8.058,501
482,8.074,407
483,8.091,396
484,8.108,510
485,8.124,510
486,8.141,642
487,8.157,384
488,8.174,403
489,8.191,510
490,8.207,419
491,8.224,897
492,8.241,510
493,8.257,621
494,8.274,541
495,8.291,501
496,8.307,385
497,8.324,510
498,8.340,510
499,8.357,328
500,8.374,510
501,8.390,495
502,8.407,510
503,8.424,577
504,8.440,392
505,8.457,528
506,8.474,531
507,8.490,461
508,8.507,409
509,8.523,570
510,8.540,574
511,8.557,483
512,8.573,758
513,8.590,614
514,8.607,552
515,8.623,807
516,8.640,964
517,8.656,874
518,8.673,1206
519,8.690,1010
520,8.706,1445
521,8.723,1104
522,8.740,1207
523,8.756,1298
524,8.773,1330
525,8.790,1144
526,8.806,1353
527,8.823,1264
528,8.839,1167
529,8.856,1915
530,8.873,1117
531,8.889,1496
532,8.906,1410
533,8.923,1398
534,8.939,1523
535,8.956,1172
536,8.973,1450
537,8.989,1384
538,9.006,1338
539,9.022,1226
540,9.039,1281
541,9.056,1458
542,9.072,1665
543,9.089,1181
544,9.106,1278
545,9.122,917
546,9.139,997
547,9.155,1092
548,9.172,1012
549,9.189,1326
550,9.205,1393
551,9.222,1229
552,9.239,1119
553,9.255,1589
554,9.272,1055
555,9.289,1062
556,9.305,1035
557,9.322,1092
558,9.338,922
559,9.355,921
560,9.372,1244
561,9.388,817
562,9.405,1119
563,9.422,1118
564,9.438,892
565,9.455,1305
566,9.472,894
567,9.488,1251
568,9.505,989
569,9.521,890
570,9.538,1172
